CAS_SPC,fullcurrname,synom
27910,Salvelinus grayi,
27911,Salvelinus inframundus,
27912,Salvelinus killinensis,
27914,Chauliodus barbatus,
27929,Coregonus alpinus,
27937,Harpadon mortenseni,
27941,Coregonus duplex,
27946,Coregonus austriacus,
27947,Coregonus bezola,
27948,Coregonus hiemalis,
27956,Coregonus baicalensis,
27961,Coregonus holsatus,
27966,Synodus bondi,
27983,Synodus indicus,
27993,Coregonus maraena,
27998,Coregonus maxillaris,
28004,Coregonus nilssoni,
28007,Synodus dermatogenys,
28012,Coregonus pallasii,
28013,Synodus marchenae,
28014,Coregonus pidschian,
28035,Coregonus smitti,
28037,Synodus scituliceps,
28042,Synodus sechurae,
28049,Coregonus stigmaticus,
28050,Coregonus suidteri,
28054,Coregonus confusus,
28055,Coregonus nobilis,
28057,Coregonus wartmanni,
28058,Coregonus renke,
28062,Coregonus zuerichensis,
28065,Coregonus zugensis,
28069,Coregonus albellus,
28070,Saurida microlepis,
28073,Coregonus heglingus,
28075,Saurida filamentosa,
28082,Coregonus restrictus,
28084,Saurida nebulosa,
28086,Coregonus bavaricus,
28087,Coregonus candidus,
28090,Coregonus danneri,
28093,Saurida longimanus,
28098,Coregonus kiletz,
28099,Saurida parri,
28101,Saurida suspicio,
28128,Saurida grandisquamis,
28131,Saurida macrolepis,
28143,Trachinocephalus trachinus,
28153,Prosopium gemmifer,
28158,Coregonus nipigon,
28164,Coregonus pollan,
28171,Coregonus subautumnalis,
28174,Coregonus vandesius,
28188,Salmo macedonicus,
28193,Salmo pelagonicus,
28194,Stenodus nelma,
28196,Thymallus aeliani,
28200,Thymallus nikolskyi,
28203,Thymallus brevipinnis,
28204,Thymallus pallasii,
28205,Thymallus mertensii,
28206,Thymallus yaluensis,
28207,Thymallus nigrescens,
28216,Retropinna semoni,
28219,Diaphus anderseni,
28243,Spirinchus lanceolatus,
28245,Diogenichthys atlanticus,
28249,Mallotus villosus,
28252,Electrona risso,
28253,Gonichthys cocco,
28254,Nansenia oblita,
28256,Bathylagus atlanticus,
28261,Bathylagus gracilis,
28265,Rhynchohyalus natalensis,
28268,Neosalanx anderssoni,
28269,Parasalanx cuvieri,
28272,Neosalanx brevirostris,
28273,Neosalanx tangkahkeii,
28276,Luciobrama macrocephalus,
28282,Lampanyctus crocodilus,
28288,Campylomormyrus mirus,
28299,Paramormyrops sphekodes,
28309,Petrocephalus grandoculis,
28310,Petrocephalus sauvagii,
28312,Petrocephalus congicus,
28314,Stomatorhinus ater,
28329,Cyphomyrus psittacus,
28331,Creagrutus amoenus,
28332,Creagrutus anary,
28334,Creagrutus bolivari,
28337,Creagrutus hildebrandi,
28338,Creagrutus leuciscus,
28344,Creagrutus phasma,
28348,Argopleura chocoensis,
28349,Argopleura conventus,
28350,Argopleura diquensis,
28353,Astyanax goyanensis,
28354,Astyanax multidens,
28357,Astyanax alleni,
28358,Astyanax angustifrons,
28360,Astyanax symmetricus,
28364,Astyanax bimaculatus,
28371,Astyanax obscurus,
28373,Astyanax rupununi,
28376,Astyanax incaicus,
28377,Astyanax lacustris,
28382,Moenkhausia vittata,
28383,Astyanax bahiensis,
28386,Astyanax caucanus,
28387,Astyanax chaparae,
28389,Psalidodon correntinus,
28390,Psalidodon eigenmanniorum,
28391,Psalidodon erythropterus,
28393,Astyanax aeneus,
28396,Evermannella balbo,
28398,Astyanax panamensis,
28400,Astyanax finitimus,
28401,Astyanax belizianus,
28404,Astyanax orstedii,
28405,Psalidodon rutilus,
28412,Psalidodon jequitinhonhae,
28416,Eretmobrycon festae,
28417,Astyanax gisleni,
28422,Psalidodon gymnogenys,
28427,Astyanax lineatus,
28429,Astyanax longior,
28432,Lestidiops bathyopteryx,
28434,Astyanax maximus,
28437,Astyanax megaspilura,
28440,Astyanax petenensis,
28444,Knodus mizquae,
28445,Lestidiops luetkeni,
28448,Makunaima multidens,
28450,Astyanax myersi,
28451,Lestidiops pacificus,
28453,Astyanax nicaraguensis,
28460,Jupiaba polylepis,
28462,Astyanax poetzschkei,
28468,Bryconamericus rubropictus,
28470,Astyanax laticeps,
28471,Deuterodon longirostris,
28473,Psalidodon rivularis,
28476,Astyanax jenynsii,
28479,Astyanax stilbe,
28482,Deuterodon taeniatus,
28487,Macroparalepis danae,
28488,Bryconacidnus hemigrammus,
28490,Diapoma alburnum,
28491,Bryconamericus alfredae,
28493,Knodus alpha,
28497,Bryconamericus motatanensis,
28498,Paralepis brevirostris,
28499,Bryconamericus bolivianus,
28501,Knodus breviceps,
28504,Eretmobrycon brevirostris,
28509,Knodus caquetae,
28514,Hemibrycon caucanus,
28515,Knodus chapadae,
28516,Bryconamericus cismontanus,
28519,Bryconamericus diaphanus,
28520,Stemonosudis gracilis,
28521,Bryconamericus eigenmanni,
28522,Eretmobrycon terrabensis,
28524,Bryconamericus grosvenori,
28525,Knodus heteresthes,
28532,Ateleopus indicus,
28534,Ijimaia plicatellus,
28537,Ijimaia antillarum,
28538,Ijimaia fowleri,
28542,Neobathyclupea argentea,
28543,Neobathyclupea gracilis,
28544,Neobathyclupea malayana,
28545,Neobathyclupea megaceps,
28550,Knodus hypopterus,
28551,Bryconamericus iheringii,
28553,Knodus jacunda,
28555,Bryconamericus megalepis,
28556,Knodus megalops,
28557,Bryconamericus microcephalus,
28558,Pantosteus jordani,
28559,Eretmobrycon miraensis,
28560,Knodus moenkhausii,
28563,Bryconamericus novae,
28565,Knodus orteguasae,
28567,Pantosteus virescens,
28569,Bryconamericus osgoodi,
28570,Bryconamericus pachacuti,
28573,Pantosteus jarrovii,
28574,Eretmobrycon peruanus,
28575,Pantosteus lahontan,
28577,Bryconamericus phoenicopterus,
28579,Xyrauchen texanus,
28582,Eretmobrycon guaytarae,
28587,Eretmobrycon simus,
28589,Knodus smithi,
28591,Piabarchus stramineus,
28593,Piabina thomasi,
28595,Knodus victoriae,
28598,Ceratobranchia binghami,
28601,Ceratobranchia elatior,
28603,Bryconops affinis,
28606,Ictiobus labiosus,
28607,Bryconops cyrtogaster,
28608,Bryconops gracilis,
28612,Ctenobrycon multiradiatus,
28614,Ctenobrycon spilurus,
28616,Jupiaba acanthogaster,
28618,Astyanax depressirostris,
28622,Deuterodon pedri,
28624,Jupiaba pinnata,
28631,Hasemania maxillaris,
28632,Hemibrycon beni,
28635,Hemibrycon colombianus,
28636,Hemibrycon coxeyi,
28637,Hemibrycon decurrens,
28638,Hemibrycon dentatus,
28639,Hemibrycon jabonero,
28640,Hemibrycon guppyi,
28641,Hemibrycon helleri,
28642,Hemibrycon huambonicus,
28643,Hemibrycon jelskii,
28644,Hemibrycon metae,
28646,Hemibrycon taeniurus,
28650,Hemibrycon tolimae,
28652,Hemibrycon tridens,
28675,Erimyzon tenuis,
28682,Erimyzon claviformis,
28703,Moxostoma erythrurum,
28710,Moxostoma pisolabrum,
28711,Moxostoma breviceps,
28712,Moxostoma collapsum,
28713,Moxostoma albidum,
28720,Moxostoma mascotae,
28722,Moxostoma pappillosum,
28724,Moxostoma robustum,
28755,Pantosteus nebuliferus,
28756,Catostomus conchos,
28762,Poropuntius bantamensis,
28765,Systomus clavatus,
28766,Poropuntius burtoni,
28767,Poropuntius deauratus,
28771,Acrossocheilus clivosius,
28772,Acrossocheilus hemispinus,
28775,Poropuntius krempfi,
28776,Acrossocheilus kreyenbergii,
28778,Acrossocheilus labiatus,
28779,Acrossocheilus longipinnis,
28780,Hypsibarbus malcolmi,
28784,Acrossocheilus monticola,
28786,Acrossocheilus paradoxus,
28787,Acrossocheilus parallens,
28788,Acrossocheilus rendahli,
28790,Discherodontus schroederi,
28794,Acrossocheilus wenchowensis,
28823,Cyprinus rubrofuscus,
28828,Rhinichthys atratulus,
28836,Garra gotyla,
28849,Carassioides acuminatus,
28865,Cyprinus intha,
28867,Cyprinus multitaeniatus,
28870,Cyprinus pellegrini,
28871,Cyprinus yunnanensis,
28872,Procypris rabaudi,
28876,Labiobarbus festivus,
28881,Labiobarbus lineatus,
28885,Labiobarbus siamensis,
28888,Labeo barbatulus,
28889,Osteochilus bellus,
28890,Osteochilus borneensis,
28891,Osteochilus brachynotopteroides,
28899,Osteochilus harrisoni,
28902,Osteochilus intermedius,
28903,Diplocheilichthys jentinkii,
28904,Osteochilus kahajanensis,
28905,Osteochilus kappenii,
28906,Osteochilus kelabau,
28909,Osteochilus lini,
28918,Cirrhinus prosemion,
28919,Osteochilus repang,
28920,Osteochilus scapularis,
28921,Osteochilus salsburyi,
28923,Osteochilus schlegelii,
28927,Osteochilus spilurus,
28930,Osteochilus vittatoides,
28931,Osteochilus vittatus,
28933,Osteochilus enneaporos,
28934,Osteochilus waandersii,
28935,Thynnichthys polylepis,
28938,Thynnichthys vaillanti,
28946,Bangana almorae,
28947,Labeo angra,
28953,Epalzeorhynchos bicolor,
28954,Labeo boga,
28958,Labeo boggut,
28962,Labeo caeruleus,
28974,Labeo curchius,
28978,Decorus decorus,
28979,Bangana devdevi,
28981,Labeo dussumieri,
28984,Labeo fimbriatus,
28989,Labeo fisheri,
28991,Epalzeorhynchos frenatum,
28998,Labeo indramontri,
29003,Lobocheilos kajanensis,
29004,Labeo kontius,
29007,Altigena lippa,
29011,Labeo microphthalmus,
29014,Epalzeorhynchos munense,
29016,Labeo nigrescens,
29017,Labeo nigripinnis,
29018,Labeo pangusia,
29019,Labeo pietschmanni,
29020,Labeo porcellus,
29021,Labeo lankae,
29022,Labeo potail,
29031,Altigena sinkleri,
29038,Decorus xanthogenys,
29040,Lobocheilos bo,
29047,Garra festai,
29049,Lobocheilos lehat,
29055,Lobocheilos rhabdoura,
29056,Lobocheilos schwanefeldii,
29065,Pseudogyrinocheilus prochilus,
29086,Henicorhynchus caudimaculatus,
29093,Labeo ricnorhynchus,
29094,Henicorhynchus entmema,
29098,Semiplotus cirrhosus,
29100,Semiplotus modestus,
29106,Hemigrammus analis,
29107,Hemigrammus barrigonae,
29108,Hyphessobrycon boulengeri,
29109,Hemigrammus brevis,
29110,Hemigrammus coeruleus,
29112,Hemigrammus cupreus,
29113,Hemigrammus cylindricus,
29114,Hemigrammus elegans,
29115,Hyphessobrycon erythrostigma,
29116,Hemigrammus hyanuary,
29117,Hollandichthys multifasciatus,
29120,Hyphessobrycon agulha,
29121,Hyphessobrycon albolineatus,
29122,Hyphessobrycon balbus,
29124,Hemigrammus bellottii,
29125,Hyphessobrycon bentosi,
29126,Hyphessobrycon bifasciatus,
29130,Hyphessobrycon coelestinus,
29131,Hyphessobrycon copelandi,
29132,Hyphessobrycon duragenys,
29133,Hyphessobrycon ecuadoriensis,
29134,Hyphessobrycon eos,
29136,Hyphessobrycon flammeus,
29137,Hemigrammus gracilis,
29138,Hyphessobrycon hasemani,
29139,Hyphessobrycon heterorhabdus,
29140,Hyphessobrycon hildae,
29141,Hyphessobrycon iheringi,
29143,Hyphessobrycon proteus,
29144,Hyphessobrycon latus,
29145,Hyphessobrycon loretoensis,
29146,Deuterodon luetkenii,
29147,Hyphessobrycon maculicauda,
29148,Glandulocauda melanopleura,
29149,Hyphessobrycon melazonatus,
29150,Hyphessobrycon metae,
29151,Hyphessobrycon minimus,
29152,Hyphessobrycon minor,
29154,Hyphessobrycon panamensis,
29156,Hyphessobrycon parvellus,
29157,Hyphessobrycon peruvianus,
29158,Hyphessobrycon piabinhas,
29159,Hyphessobrycon poecilioides,
29160,Hyphessobrycon pulchripinnis,
29161,Hyphessobrycon reticulatus,
29163,Hyphessobrycon robustulus,
29164,Hyphessobrycon rosaceus,
29165,Hyphessobrycon santae,
29166,Hyphessobrycon schauenseei,
29167,Hyphessobrycon scholzei,
29169,Hemigrammus stictus,
29170,Axelrodia stigmatias,
29171,Hyphessobrycon stramineus,
29172,Hyphessobrycon sovichthys,
29173,Hyphessobrycon taurocephalus,
29174,Markiana geayi,
29176,Microgenys lativirgata,
29177,Microgenys weyrauchi,
29178,Moenkhausia affinis,
29180,Moenkhausia barbouri,
29181,Gymnocorymbus bondi,
29183,Moenkhausia browni,
29184,Moenkhausia ceros,
29185,Moenkhausia chrysargyrea,
29187,Moenkhausia collettii,
29188,Moenkhausia comma,
29189,Moenkhausia copei,
29190,Moenkhausia costae,
29191,Moenkhausia cotinho,
29192,Moenkhausia crisnejas,
29193,Moenkhausia dichroura,
29195,Moenkhausia grandisquamis,
29196,Moenkhausia intermedia,
29197,Moenkhausia jamesi,
29198,Moenkhausia justae,
29199,Moenkhausia latissima,
29200,Moenkhausia gracilima,
29201,Moenkhausia hasemani,
29202,Moenkhausia icae,
29203,Moenkhausia lata,
29204,Moenkhausia lepidura,
29206,Moenkhausia madeirae,
29208,Moenkhausia megalops,
29209,Moenkhausia melogramma,
29210,Moenkhausia metae,
29211,Moenkhausia miangi,
29212,Moenkhausia oligolepis,
29214,Moenkhausia orteguasae,
29215,Moenkhausia ovalis,
29216,Moenkhausia pittieri,
29217,Moenkhausia sanctaefilomenae,
29218,Moenkhausia australis,
29220,Moenkhausia schultzi,
29222,Moenkhausia tridentata,
29224,Phenacogaster beni,
29225,Phenacogaster franciscoensis,
29226,Phenacogaster megalostictus,
29227,Phenacogaster microstictus,
29230,Phenacogaster suborbitalis,
29236,Tetragonopterus chalceus,
29242,Thayeria obliqua,
29251,Brycinus humilis,
29253,Bryconalestes longipinnis,
29272,Bryconaethiops boulengeri,
29274,Bryconaethiops yseuxi,
29275,Henicorhynchus siamensis,
29282,Gymnostomus fulungee,
29284,Cirrhinus jullieni,
29288,Cirrhinus microlepis,
29298,Onychostoma barbatulum,
29299,Labeo bata,
29304,Ceratogarra cambodgiensis,
29305,Henicorhynchus caudiguttatus,
29306,Crossocheilus cobitis,
29307,Tariqilabeo diplochilus,
29308,Onychostoma elongatum,
29309,Crossocheilus gnathopogon,
29310,Crossocheilus langei,
29314,Tariqilabeo wattanah,
29320,Crossocheilus nigriloba,
29330,Crossocheilus tchangi,
29331,Paracrossochilus vittatus,
29336,Garra abhoyai,
29337,Tariqilabeo adiscus,
29338,Garra annandalei,
29339,Garra apogon,
29343,Garra borneensis,
29344,Garra bourreti,
29345,Placocheilus caudofasciatus,
29347,Garra phillipsi,
29348,Garra chaudhurii,
29353,Garra fuliginosa,
29355,Garra gracilis,
29356,Garra gravelyi,
29358,Garra imberbis,
29359,Garra jenkinsonianum,
29360,Garra jerdoni,
29362,Garra kempi,
29365,Garra rupicola,
29377,Garra notata,
29381,Garra rhynchota,
29387,Garra poilanei,
29388,Garra prashadi,
29389,Garra salweenica,
29393,Discogobio yunnanensis,
29394,Cosmochilus falcifer,
29396,Schizopygopsis eckloni,
29401,Schizopygopsis potanini,
29404,Leptobarbus melanotaenia,
29405,Leptobarbus melanopterus,
29406,Percocypris tchangi,
29410,Nematabramis steindachnerii,
29417,Sarcocheilichthys parvus,
29429,Sarcocheilichthys czerskii,
29430,Squalidus argentatus,
29435,Squalidus atromaculatus,
29443,Squalidus gracilis,
29446,Squalidus iijimae,
29448,Squalidus intermedius,
29453,Squalidus mantschuricus,
29455,Gnathopogon polytaenia,
29457,Gnathopogon tsinanensis,
29461,Paraleucogobio strigatus,
29464,Gnathopogon taeniellus,
29465,Gnathopogon mantschuricus,
29468,Gobio carpathicus,
29471,Romanogobio tenuicorpus,
29473,Gobio bulgaricus,
29475,Gobio cynocephalus,
29478,Gobio obtusirostris,
29485,Gobio intermedius,
29486,Gobio kovatschevi,
29488,Gobio microlepidotus,
29490,Gobio sibiricus,
29491,Gobio tungussicus,
29492,Romanogobio banaticus,
29495,Gobio caucasicus,
29497,Rhinogobio ventralis,
29499,Gnathopogon nicholsi,
29500,Squalidus nitens,
29503,Romanogobio persus,
29504,Gobio rivuloides,
29509,Gobio soldatovi,
29510,Gobio lingyuanensis,
29514,Romanogobio vladykovi,
29525,Brycon alburnus,
29526,Brycon argenteus,
29527,Brycon atrocaudatus,
29535,Brycon coxeyi,
29536,Brycon dentex,
29537,Brycon devillei,
29538,Brycon insignis,
29546,Brycon ferox,
29547,Brycon hilarii,
29554,Brycon melanopterus,
29559,Brycon moorei,
29560,Brycon nattereri,
29561,Brycon opalinus,
29563,Brycon oligolepis,
29564,Brycon amazonicus,
29566,Brycon orbignyanus,
29571,Brycon posadae,
29573,Brycon rubricauda,
29575,Brycon stolzmanni,
29580,Iguanodectes rachovii,
29581,Piabucus dentatus,
29583,Piabucus melanostoma,
29584,Iguanodectes purusii,
29586,Copella arnoldi,
29587,Copella eigenmanni,
29588,Copella callolepis,
29590,Copeina guttata,
29592,Copeina osgoodi,
29594,Pyrrhulina australis,
29595,Pyrrhulina beni,
29596,Pyrrhulina brevis,
29597,Pyrrhulina eleanorae,
29598,Pyrrhulina laeta,
29599,Copella nattereri,
29602,Pyrrhulina maxima,
29603,Pyrrhulina semifasciata,
29606,Pyrrhulina vittata,
29611,Triportheus angulatus,
29612,Triportheus nematurus,
29617,Triportheus signatus,
29619,Triportheus auritus,
29623,Triportheus magdalenae,
29625,Triportheus pictus,
29629,Triportheus trifurcatus,
29630,Triportheus guentheri,
29636,Hoplerythrinus gronovii,
29637,Hoplerythrinus cinereus,
29639,Hoplias lacerdae,
29644,Hoplias brasiliensis,
29646,Hoplias intermedius,
29648,Lebiasina astrigata,
29649,Lebiasina aureoguttata,
29650,Lebiasina elongata,
29651,Piabucina pleurotaenia,
29652,Lebiasina unitaeniata,
29655,Salminus affinis,
29657,Salminus hilarii,
29662,Charax macrolepis,
29664,Charax pauciradiatus,
29665,Charax rupununi,
29666,Cynopotamus argenteus,
29669,Cynopotamus amazonum,
29671,Galeocharax goeldii,
29672,Cynopotamus kincaidi,
29673,Cynopotamus magdalenae,
29674,Cynopotamus atratoensis,
29676,Cynopotamus venezuelae,
29677,Acestrocephalus sardina,
29679,Galeocharax humeralis,
29681,Gilbertolus atratoensis,
29682,Gilbertolus maracaiboensis,
29686,Roeboides bouchellei,
29688,Roeboides dayi,
29689,Roeboides dientonito,
29690,Roeboides descalvadensis,
29696,Roeboides myersii,
29699,Roeboides xenodon,
29700,Brachychalcinus copei,
29702,Brachychalcinus orbicularis,
29705,Poptella paraguayensis,
29728,Acnodon normani,
29733,Metynnis guaporensis,
29734,Metynnis lippincottianus,
29736,Metynnis otuquensis,
29740,Myloplus levis,
29745,Agoniates anchovia,
29746,Mimagoniates inequalis,
29749,Gephyrocharax major,
29750,Gephyrocharax valencia,
29752,Tyttocharax cochui,
29753,Mimagoniates microlepis,
29754,Mimagoniates lateralis,
29757,Pseudocorynopoma heterandria,
29764,Aphyocharax erythrurus,
29765,Aphyocharax avary,
29766,Aphyocharax anisitsi,
29767,Aphyocharax gracilis,
29771,Aphyocharax nattereri,
29776,Aphyocharax rathbuni,
29779,Serrapinnus heterodon,
29781,Leptobrycon jatuaranae,
29782,Hyphessobrycon ecuadorensis,
29783,Hyphessobrycon eques,
29784,Phenagoniates macrolepis,
29785,Prionobrama filigera,
29790,Cheirodon galusdae,
29791,Nanocheirodon insignis,
29795,Cheirodon jaguaribensis,
29796,Serrapinnus kriegi,
29801,Serrapinnus microdon,
29802,Serrapinnus notomelas,
29803,Bryconella pallidifrons,
29804,Cheirodon parahybae,
29805,Serrapinnus piaba,
29806,Serrapinnus calliurus,
29807,Serrapinnus micropterus,
29808,Cheirodon stenodon,
29812,Citharinus latus,
29815,Odontostilbe pulchra,
29818,Odontostilbe dierythrura,
29825,Microschemobrycon melanotus,
29833,Rhoadsia minor,
29835,Laemolyta orinocensis,
29836,Schizodon rostratus,
29839,Schizodon borellii,
29840,Laemolyta fasciata,
29841,Laemolyta fernandezi,
29844,Laemolyta proxima,
29848,Schizodon dissimilis,
29849,Rhytiodus elongatus,
29850,Schizodon corti,
29852,Schizodon isognathus,
29853,Schizodon knerii,
29855,Schizodon vittatus,
29856,Ichthyoelephas longirostris,
29862,Semaprochilodus brama,
29863,Prochilodus brevis,
29876,Prochilodus harttii,
29877,Ichthyoelephas humeralis,
29878,Semaprochilodus insignis,
29879,Prochilodus lacustris,
29880,Semaprochilodus laticeps,
29881,Prochilodus costatus,
29882,Prochilodus mariae,
29883,Prochilodus nigricans,
29886,Nannocharax uniocellatus,
29888,Prochilodus magdalenae,
29890,Prochilodus rubrotaeniatus,
29893,Ichthyborus quadrilineatus,
29895,Semaprochilodus taeniurus,
29899,Prochilodus vimboides,
29903,Paradistichodus dimidiatus,
29904,Anodus orinocensis,
29905,Cyphocharax microcephalus,
29908,Curimatella lepidura,
29909,Cyphocharax magdalenae,
29914,Cyphocharax leucostictus,
29917,Cyphocharax naegelii,
29922,Cyphocharax spiluropsis,
29923,Xenocharax crassus,
29925,Curimata aspera,
29926,Hemiodus amazonum,
29927,Curimatella immaculata,
29930,Curimata vittata,
29933,Curimata cisandina,
29934,Psectrogaster falcata,
29936,Steindachnerina bimaculata,
29938,Hemiodus argenteus,
29940,Bivibranchia fowleri,
29941,Steindachnerina brevipinna,
29942,Hemiodus gracilis,
29944,Hemiodus immaculatus,
29945,Steindachnerina dobula,
29946,Argonectes longiceps,
29947,Hemiodus parnaguae,
29948,Steindachnerina insculpta,
29949,Hemiodus quadrimaculatus,
29951,Hemiodus semitaeniatus,
29952,Hemiodus ternetzi,
29953,Hemiodus unimaculatus,
29956,Steindachnerina leucisca,
29959,Steindachnerina conspersa,
29960,Apareiodon affinis,
29964,Cyphocharax helleri,
29967,Curimata knerii,
29969,Steindachnerina nigrotaenia,
29970,Apareiodon davisi,
29971,Cyphocharax notatus,
29972,Apareiodon hasemani,
29973,Steindachnerina notonota,
29974,Psectrogaster saguiru,
29975,Apareiodon ibitiensis,
29977,Apareiodon itapicuruensis,
29984,Saccodon terminalis,
29985,Cyphocharax albula,
29986,Steindachnerina argentea,
29987,Cyphocharax modestus,
29988,Parodon bifasciatus,
29989,Parodon buckleyi,
29990,Parodon caliensis,
29991,Parodon carrikeri,
29994,Parodon nasus,
29995,Parodon hilarii,
29996,Cyphocharax multilineatus,
29998,Pseudocurimata patiae,
30001,Pseudocurimata peruana,
30003,Characidium bimaculatum,
30004,Cyphocharax plumbeus,
30005,Melanocharacidium blennioides,
30006,Psectrogaster rutiloides,
30012,Steindachnerina amazonica,
30013,Characidium brevirostre,
30015,Steindachnerina elegans,
30017,Characidium caucanum,
30018,Cyphocharax gilbert,
30019,Characidium chupa,
30022,Cyphocharax voga,
30023,Characidium crandellii,
30024,Steindachnerina guentheri,
30025,Characidium declivirostre,
30028,Characidium boavistae,
30030,Curimata ocellata,
30032,Characidium zebra,
30033,Characidium grajahuense,
30034,Characidium hasemani,
30035,Characidium interruptum,
30037,Characidium japuhybense,
30038,Pseudocurimata troschelii,
30039,Characidium lagosantense,
30041,Ammocryptocharax lateralis,
30043,Characidium lauroi,
30044,Cyphocharax gillii,
30045,Characidium pellucidum,
30047,Characidium pteroides,
30049,Characidium pterostictum,
30050,Characidium purpuratum,
30054,Cyphocharax abramoides,
30056,Steindachnerina hypostoma,
30057,Characidium timbuiense,
30058,Ammocryptocharax vintonae,
30060,Potamorhina altamazonica,
30066,Nannostomus marginatus,
30067,Cyphocharax saladensis,
30068,Nannostomus minimus,
30071,Psectrogaster essequibensis,
30072,Psectrogaster amazonica,
30076,Electrophorus multivalvulus,
30080,Gymnotus inaequilabiatus,
30081,Gymnotus pantherinus,
30083,Eigenmannia limbata,
30084,Eigenmannia macrops,
30085,Sternopygus arenatus,
30089,Sternopygus obtusirostris,
30090,Sternopygus pejeraton,
30094,Apteronotus bonapartii,
30095,Apteronotus brasiliensis,
30096,Apteronotus cuchillo,
30097,Parapteronotus hasemani,
30099,Apteronotus leptorhynchus,
30100,Apteronotus macrolepis,
30101,Apteronotus macrostomus,
30102,Apteronotus mariae,
30103,Apteronotus spurrellii,
30106,Adontosternarchus balaenops,
30107,Apteronotus cuchillejo,
30108,Sternarchogiton porcinum,
30109,Rhamphichthys hahni,
30110,Platyurosternarchus macrostoma,
30111,Nannostomus digrammus,
30112,Nannostomus erythrurus,
30114,Nannostomus trifasciatus,
30115,Nannostomus unifasciatus,
30119,Chilodus zunevei,
30120,Abramites eques,
30125,Anostomoides nattereri,
30126,Leporellus vittatus,
30132,Leporinus affinis,
30133,Leporinus agassizii,
30135,Leporinus arcus,
30137,Leporinus bahiensis,
30138,Leporinus bimaculatus,
30139,Leporinus brunneus,
30140,Megaleporinus conirostris,
30141,Hypomasticus copelandii,
30145,Leporinus cylindriformis,
30146,Hypomasticus despaxi,
30147,Megaleporinus elongatus,
30148,Leporinus altipinnis,
30149,Leporinus fasciatus,
30152,Leporinus tigrinus,
30153,Leporinus acutidens,
30154,Leporinus leschenaulti,
30155,Megaleporinus garmani,
30156,Leporinus granti,
30158,Leporinus jamesi,
30159,Leporinus lacustris,
30161,Synaptolaemus latofasciatus,
30162,Characidium macrolepidotum,
30163,Leporinus maculatus,
30164,Hypomasticus megalepis,
30165,Leporinus marcgravii,
30166,Leporinus melanopleura,
30167,Leporinus melanostictus,
30170,Leporinus multifasciatus,
30171,Megaleporinus muyscorum,
30172,Leporinus niceforoi,
30174,Leporinus nigrotaeniatus,
30177,Megaleporinus obtusidens,
30178,Leporinus pachyurus,
30181,Leporinus octofasciatus,
30182,Leporinus parae,
30184,Leporinus pearsoni,
30188,Leporinus piau,
30190,Megaleporinus reinhardti,
30194,Hypomasticus steindachneri,
30196,Leporinus striatus,
30198,Leporinus subniger,
30199,Leporinus taeniatus,
30200,Hypomasticus thayeri,
30201,Megaleporinus trifasciatus,
30203,Oligosarcus bolivianus,
30207,Oligosarcus jenynsii,
30208,Oligosarcus macrolepis,
30211,Hydrolycus armatus,
30219,Acestrorhynchus lacustris,
30220,Oligosarcus oligolepis,
30227,Boulengerella lucius,
30228,Boulengerella maculata,
30230,Osteobrama bakeri,
30236,Osteobrama alfredianus,
30237,Osteobrama cunma,
30239,Osteobrama dayi,
30240,Osteobrama feae,
30241,Osteobrama neilli,
30243,Osteobrama vigorsii,
30246,Pseudophoxinus caralis,
30247,Oreoleuciscus dsapchynensis,
30250,Rhinichthys falcatus,
30277,Couesius plumbeus,
30280,Margariscus nachtriebi,
30285,Ctenopharyngodon idella,
30292,Engraulicypris gariepinus,
30293,Chelaethiops minutus,
30296,Evarra tlahuacensis,
30297,Macrhybopsis australis,
30306,Gila seminuda,
30307,Gila minacae,
30309,Hemitremia flammea,
30310,Macrhybopsis marconis,
30311,Macrhybopsis hyostoma,
30312,Cyprinella labrosa,
30314,Macrhybopsis storeriana,
30344,Squalius agdamicus,
30346,Petroleuciscus aphipsi,
30352,Pseudaspius brandtii,
30354,Pseudaspius hakonensis,
30357,Pseudaspius sachalinensis,
30362,Rhynchocypris semotilus,
30367,Squalius peloponensis,
30368,Squalius cii,
30375,Sternarchorhynchus mormyrus,
30378,Sternarchorhynchus curvirostris,
30383,Eigenmannia goajira,
30384,Squalius turcicus,
30387,Rhabdolichops troscheli,
30390,Squalius pursakensis,
30395,Eigenmannia microstomus,
30398,Brachyhypopomus beebei,
30400,Squalius vardarensis,
30402,Brachyhypopomus brevirostris,
30403,Leuciscus chuanchicus,
30408,Squalius fellowesii,
30411,Rhamphichthys pantherinus,
30413,Rhamphichthys lineatus,
30419,Pachychilon pictum,
30421,Rutilus lacustris,
30422,Steatogenys elegans,
30425,Leuciscus baicalensis,
30428,Catostomus rostratus,
30455,Catostomus utawana,
30456,Leuciscus bearnensis,
30457,Pantosteus discobolus,
30466,Leuciscus lindbergi,
30468,Xenocypris medius,
30469,Catostomus tsiltcoosensis,
30471,Telestes savigny,
30472,Phoxinus oxyrhynchus,
30473,Leuciscus oxyrrhis,
30477,Squalius pyrenaicus,
30481,Xenocypris schisturus,
30482,Leuciscus schmidti,
30485,Petroleuciscus smyrnaeus,
30488,Telestes comes,
30489,Catostomus snyderi,
30491,Squalius spurius,
30492,Petroleuciscus squaliusculus,
30493,Rhynchocypris steindachneri,
