CAS_SPC,fullcurrname,synom
30494,Rhynchocypris jouyi,
30497,Catostomus tahoensis,
30498,Catostomus warnerensis,
30499,Catostomus wigginsi,
30502,Squalius zrmanjae,
30504,Squalius tenellus,
30505,Acanthobrama tricolor,
30509,Microphysogobio brevirostris,
30513,Microphysogobio chinssuensis,
30515,Microphysogobio hsinglungshanensis,
30523,Gobiobotia filifer,
30525,Microphysogobio fukiensis,
30526,Microphysogobio kiatingensis,
30528,Microphysogobio kachekensis,
30530,Coreius heterodon,
30535,Cyprinella analostana,
30545,Microphysogobio longidorsalis,
30546,Pseudogobio longirostris,
30547,Abbottina obtusirostris,
30551,Notropis boucardi,
30561,Microphysogobio tafangensis,
30562,Microphysogobio tungtingensis,
30563,Cyprinella camura,
30567,Microphysogobio yaluensis,
30571,Pseudorasbora elongata,
30592,Coreius septentrionalis,
30599,Rhinogobio cylindricus,
30600,Notropis cummingsae,
30607,Sarcocheilichthys hainanensis,
30609,Gnathopogon imberbis,
30611,Sarcocheilichthys kiangsiensis,
30625,Saurogobio immaculatus,
30628,Coreius guichenoti,
30630,Pungtungia hilgendorfi,
30634,Cyprinella eurystoma,
30635,Amblypharyngodon atkinsonii,
30638,Cyprinella formosa,
30640,Amblypharyngodon melettinus,
30643,Cyprinella garmani,
30645,Amblypharyngodon grandisquamis,
30648,Amblypharyngodon microlepis,
30651,Aphyocypris chinensis,
30659,Esomus ahli,
30661,Esomus caudiocellatus,
30663,Esomus danrica,
30679,Esomus altus,
30686,Esomus metallicus,
30687,Luciosoma bleekeri,
30689,Luciosoma pellegrinii,
30691,Luciosoma spilopleura,
30693,Danio erythromicron,
30694,Microdevario gatesi,
30698,Pteronotropis grandipinnis,
30699,Pteronotropis metallicus,
30700,Pteronotropis stonei,
30713,Cyprinella lepida,
30720,Cyprinella rutila,
30736,Notropis maculatus,
30737,Rasbora borneensis,
30738,Rasbora vaillantii,
30742,Rasbora everetti,
30743,Notropis micropteryx,
30744,Rasbora bankanensis,
30745,Cyprinella chloristia,
30748,Rasbora borapetensis,
30749,Rasbora caudimaculata,
30753,Rasbora cephalotaenia,
30755,Rasbora tornieri,
30757,Rasbora chrysotaenia,
30759,Notropis ortenburgeri,
30762,Notropis percobromus,
30763,Rasbora dandia,
30766,Rasbora caverii,
30769,Rasbora neilgherriensis,
30774,Brevibora dorsiocellata,
30778,Cyprinella proserpina,
30782,Rasbora einthovenii,
30786,Rasbora bunguranensis,
30788,Notropis sallaei,
30790,Rasbora gerlachi,
30792,Rasbora jacobsoni,
30793,Rasbora labiosa,
30794,Cyprinella whipplei,
30795,Rasbora lateristriata,
30799,Rasbora leptosoma,
30801,Boraras maculatus,
30803,Rasbora meinkeni,
30807,Trigonopoma pauciperforatum,
30808,Rasbora paucisqualis,
30809,Lythrurus fasciolaris,
30811,Rasbora philippina,
30812,Lythrurus matutinus,
30813,Rasbora kobonensis,
30819,Cyprinella venusta,
30821,Notropis texanus,
30822,Rasbora microcephalus,
30824,Rasbora reticulata,
30827,Rasbora rutteni,
30829,Rasbora sarawakensis,
30831,Rasbora semilineata,
30833,Rasbora steineri,
30836,Notropis wickliffi,
30842,Rasbora aurotaenia,
30844,Rasbora paviana,
30846,Notropis cumingii,
30847,Rasbora calliura,
30848,Oreoleuciscus humilis,
30849,Rasbora hosii,
30851,Rasbora vulgaris,
30857,Rasbora tawarensis,
30860,Rasbora tobana,
30862,Rasbora trifasciata,
30864,Rasbora trilineata,
30872,Rasbora volzii,
30878,Delminichthys adspersus,
30881,Telestes croaticus,
30883,Metzia formosae,
30884,Sinibrama taeniatus,
30891,Rutilus meidingeri,
30894,Phenacobius mirabilis,
30897,Tropidophoxinellus chaignoni,
30898,Pseudophoxinus drusensis,
30899,Enteromius ablabes,
30902,Phoxinus csikii,
30904,Poropuntius alloiopleurus,
30909,Phoxinus grumi,
30910,Barbonymus altus,
30916,Puntius ambassis,
30922,Puntius amphibius,
30924,Labeobarbus altianalis,
30925,Puntigrus anchisporus,
30927,Hypsibarbus annamensis,
30930,Rhynchocypris mantschurica,
30933,Enteromius ansorgii,
30944,Puntius arenatus,
30947,Dawkinsia arulius,
30948,Dawkinsia rubrotincta,
30950,Discherodontus ashmeadi,
30959,Phoxinus colchicus,
30965,Barbonymus balleroides,
30972,Phoxinus marsilii,
30980,Phoxinus poljakowii,
30984,Platygobio gracilis,
30985,Barbus tyberinus,
30991,Barbus borysthenicus,
30992,Barbus bergi,
30993,Barbus macedonicus,
31002,Puntius bimaculatus,
31004,Systomus binduchitra,
31005,Barbodes binotatus,
31015,Barbodes palavanensis,
31017,Neolissochilus blanci,
31019,Clypeobarbus bomokandi,
31025,Barbodes bovanicus,
31028,Richardsonius egregius,
31045,Lepidomeda aliciae,
31052,Puntius brevis,
31064,Puntioplites bulu,
31065,Gila nigrescens,
31066,Gila pulchra,
31070,Gila modesta,
31072,Puntius burmanicus,
31076,Parachondrostoma arrigonis,
31080,Rutilus kutum,
31081,Spinibarbus caldwelli,
31089,Rutilus aula,
31092,Luciobarbus capito,
31101,Rutilus basak,
31111,Barbodes carnaticus,
31115,Barbodes cataractae,
31116,Rutilus heckelii,
31118,Puntius cauveriensis,
31139,Enteromius chiumbeensis,
31142,Puntius chola,
31151,Puntius sophoroides,
31156,Barbodes clemensi,
31157,Labeobarbus codringtonii,
31158,Poropuntius cogginii,
31159,Discherodontus colemani,
31160,Barbonymus collingwoodii,
31162,Labeobarbus compiniei,
31163,Systomus compressiformis,
31170,Hypselobarbus curmuca,
31178,Barbodes disa,
31179,Hypselobarbus dobsoni,
31180,Puntius dorsalis,
31182,Puntius tetraspilus,
31183,Puntius layardi,
31185,Hypselobarbus dubius,
31187,Barbodes dunckeri,
31189,Barbus sperchiensis,
31190,Barbodes everetti,
31191,Puntius mahecola,
31192,Dawkinsia lepida,
31195,Barbodes flavifuscus,
31200,Puntius fraseri,
31202,Pethia canius,
31210,Barbonymus gonionotus,
31212,Labeobarbus gorguari,
31213,Labeobarbus macrophtalmus,
31215,Sinocyclocheilus grahami,
31218,Notacanthus bonaparte,
31220,Pethia guganio,
31222,Barbus haasi,
31223,Notacanthus sexspinis,
31224,Discherodontus halei,
31225,Poropuntius hampaloides,
31226,Barbodes hemictenus,
31227,Barbodes herrei,
31228,Desmopuntius hexazona,
31236,Leptobarbus hosii,
31237,Hypsibarbus huguenini,
31238,Enteromius hulstaerti,
31240,Enteromius humilis,
31248,Hirundichthys socotranus,
31249,Barbodes ivis,
31251,Barbodes jacobusboehlkei,
31252,Cypselurus oligolepis,
31254,Cyclocheilichthys janthochir,
31255,Hypselobarbus jerdoni,
31261,Barbodes katolo,
31267,Cheilopogon suttoni,
31268,Enteromius kuiluensis,
31272,Hemiramphus convexus,
31276,Barbodes lanaoensis,
31278,Poropuntius laoensis,
31279,Striuntius lateristriga,
31281,Parexocoetus brachypterus,
31283,Prognichthys brevipinnis,
31286,Exocoetus mesogaster,
31288,Parexocoetus hillianus,
31289,Barbodes lindog,
31290,Hirundichthys oxycephalus,
31291,Striuntius lineatus,
31293,Cheilopogon doederleinii,
31296,Hirundichthys albimaculatus,
31298,Enteromius litamba,
31299,Hypselobarbus lithopidos,
31300,Cypselurus angusticeps,
31312,Luciobarbus lydianus,
31316,Cheilopogon nigricans,
31319,Barbonymus mahakkamensis,
31320,Tor malabaricus,
31321,Barbodes manalak,
31324,Cheilopogon altipennis,
31327,Barbodes manguaoensis,
31330,Poropuntius margarianus,
31334,Cypselurus hexazona,
31336,Dawkinsia filamentosa,
31338,Dawkinsia assimilis,
31349,Cheilopogon pitcairnensis,
31351,Haludaria melanampyx,
31353,Cypselurus simus,
31356,Puntius melanostigma,
31359,Cheilopogon xenopterus,
31364,Platybelone lovii,
31365,Platybelone trachura,
31369,Luciobarbus guiraonis,
31372,Barbus rebeli,
31378,Hypselobarbus micropogon,
31384,Hypselobarbus periyarensis,
31386,Barbodes microps,
31388,Cyprinion milesi,
31392,Barbodes montanoi,
31398,Strongylura senegalensis,
31403,Luciobarbus mystaceus,
31405,Hemibarbus mylodon,
31407,Pethia narayani,
31408,Potamorrhaphis guianensis,
31409,Osteochilichthys nashii,
31411,Potamorrhaphis eigenmanni,
31414,Chagunius nicholsi,
31415,Neolissochilus nigrovittatus,
31418,Oliotius oligolepis,
31419,Eechathalakenda ophicephalus,
31420,Systomus orphoides,
31422,Systomus rubripinnis,
31427,Puntigrus partipentazona,
31428,Barbus peloponnesius,
31430,Desmopuntius pentazona,
31431,Enteromius perince,
31437,Hypsibarbus pierrei,
31440,Barbonymus platysoma,
31442,Tylosurus imperialis,
31447,Strongylura anastomella,
31451,Pseudotylosurus angusticeps,
31460,Strongylura fluviatilis,
31465,Tylosurus fodiator,
31468,Tylosurus gavialoides,
31469,Systomus pleurotaenia,
31484,Hypselobarbus pulchellus,
31487,Puntius punjabensis,
31491,Barbodes quinquemaculatus,
31492,Percocypris regani,
31493,Labeobarbus rhinoceros,
31501,Waikhomia sahyadriensis,
31502,Strongylura marina,
31503,Enteromius salessei,
31509,Pseudotylosurus microps,
31512,Tylosurus pacificus,
31519,Tylosurus punctulatus,
31533,Strongylura strongylura,
31539,Hypsibarbus myitkyinae,
31540,Systomus sewelli,
31541,Poropuntius schanicus,
31548,Strongylura urvillii,
31550,Barbodes sealei,
31552,Xenentodon cancila,
31557,Xenentodon canciloides,
31559,Cololabis saira,
31570,Poropuntius shanensis,
31575,Dermogenys brachynotopterus,
31577,Nomorhamphus ebrardtii,
31578,Dermogenys orientalis,
31579,Spinibarbus sinensis,
31580,Nomorhamphus pectoralis,
31582,Cyclocheilichthys sinensis,
31584,Nomorhamphus viviparus,
31586,Dermogenys sumatrana,
31592,Nomorhamphus weberi,
31597,Barbodes sirang,
31599,Hemirhamphodon kuekenthali,
31600,Puntius snyderi,
31601,Hemirhamphodon pogonognathus,
31607,Neolissochilus stevensonii,
31608,Puntius stigma,
31612,Hyporhamphus affinis,
31615,Barbonymus strigatus,
31618,Barbonymus sunieri,
31620,Hyporhamphus balinensis,
31624,Hemiramphus depauperatus,
31626,Tor tambra,
31630,Barbus tauricus,
31633,Barbus escherichii,
31635,Barbus rionicus,
31638,Barbus kubanicus,
31642,Poropuntius tawarensis,
31643,Puntius terio,
31649,Hypselobarbus thomassi,
31654,Zenarchopterus cotnog,
31656,Puntius titteya,
31659,Barbodes tras,
31675,Hemiramphus robustus,
31676,Barbodes tumba,
31678,Hyporhamphus acutus,
31680,Hyporhamphus pacificus,
31683,Hypsibarbus vernayi,
31684,Labeobarbus versluysii,
31688,Puntius vittatus,
31691,Hyporhamphus limbatus,
31696,Puntioplites waandersi,
31697,Hypsibarbus wetmorei,
31700,Acrossocheilus yunnanensis,
31710,Cyclocheilichthys armatus,
31719,Poropuntius kontumensis,
31722,Acrossocheilus microstoma,
31723,Cyclocheilichthys repasson,
31734,Hampala ampalong,
31735,Hampala bimaculata,
31736,Hampala dispar,
31737,Hampala lopezi,
31754,Hyporhamphus erythrorinchus,
31757,Hyporhamphus gernaerti,
31759,Hyporhamphus improvisus,
31760,Hyporhamphus melanochir,
31767,Hyporhamphus regularis,
31772,Hyporhamphus sindensis,
31778,Hyporhamphus neglectus,
31779,Hyporhamphus capensis,
31781,Nomorhamphus hageni,
31792,Zenarchopterus caudovittatus,
31793,Zenarchopterus clarus,
31796,Zenarchopterus dux,
31797,Zenarchopterus ectuntio,
31800,Zenarchopterus gilli,
31803,Zenarchopterus philippinus,
31805,Zenarchopterus rasori,
31806,Zenarchopterus quadrimaculatus,
31827,Gadus ogac,
31841,Lotella phycis,
31854,Pseudophycis bachus,
31861,Physiculus dalwigki,
31862,Gadella edelmanni,
31864,Notophycis marginata,
31865,Physiculus nigrescens,
31867,Physiculus talarae,
31868,Phycis blennoides,
31873,Urophycis floridana,
31878,Gaidropsarus argentatus,
31879,Gaidropsarus insularum,
31880,Gaidropsarus macrophthalmus,
31888,Gaidropsarus pacificus,
31898,Garra caudomaculata,
31902,Oreichthys cosuatis,
31904,Barbodes palaemophagus,
31909,Aspiorhynchus laticeps,
31918,Puntioplites falcifer,
31923,Paraspinibarbus macracanthus,
31928,Lyconodes argenteus,
31935,Neolissochilus soro,
31936,Tor tambroides,
31937,Tor putitora,
31944,Parator zonatus,
31946,Coelorinchus hige,
31947,Capoeta capoeta,
31949,Bathygadus micronema,
31951,Bathygadus nipponicus,
31952,Capoeta aculeata,
31955,Bathygadus sulcatus,
31961,Onychostoma barbatum,
31972,Capoeta sevangi,
31974,Capoeta damascina,
31976,Coelorinchus braueri,
31979,Onychostoma gerlachi,
31989,Onychostoma rarum,
31990,Decorus lemassoni,
31991,Onychostoma lepturus,
31994,Capoeta macrolepis,
31996,Onychostoma macrolepis,
31999,Coelorinchus kermadecus,
32001,Coelorinchus quadricristatus,
32003,Cyprinion microphthalmum,
32004,Cyprinion muscatense,
32007,Onychostoma ovale,
32016,Coryphaenoides affinis,
32021,Capoeta trutta,
32023,Decorus rendahli,
32026,Cyprinion watsoni,
32029,Coryphaenoides bucephalus,
32030,Coryphaenoides carapinus,
32031,Coelorinchus caudani,
32032,Coryphaenoides fernandezianus,
32033,Coryphaenoides ferrieri,
32035,Coryphaenoides hextii,
32036,Aphyosemion christyi,
32037,Aphyosemion decorsei,
32038,Aphyosemion elegans,
32039,Aphyosemion exiguum,
32040,Coryphaenoides hoskynii,
32041,Aphyosemion ferranti,
32043,Scriptaphyosemion liberiense,
32045,Aphyosemion lujae,
32046,Aphyosemion ogoense,
32048,Fundulopanchax oeseri,
32049,Coryphaenoides macrolophus,
32050,Epiplatys singa,
32054,Nezumia brevirostris,
32055,Aphyosemion bivittatum,
32059,Coryphaenoides pectoralis,
32060,Fundulopanchax fallax,
32061,Fundulopanchax filamentosus,
32063,Aphyosemion loennbergii,
32069,Aphyosemion riggenbachi,
32071,Aphyosemion schoutedeni,
32080,Nezumia sclerorhynchus,
32082,Micropanchax antinorii,
32085,Plataplochilus cabindae,
32087,Micropanchax fuelleborni,
32089,Lacustricola atripinna,
32090,Lacustricola kassenjiensis,
32091,Micropanchax keilhacki,
32092,Lacustricola kongoranensis,
32093,Micropanchax loati,
32094,Plataplochilus loemensis,
32095,Coryphaenoides woodmasoni,
32097,Micropanchax luluae,
32098,Micropanchax macrurus,
32100,Lacustricola moeruensis,
32101,Micropanchax myaposae,
32102,Plataplochilus ngaensis,
32105,Micropanchax rudolfianus,
32109,Pantanodon stuhlmanni,
32110,Lacustricola vitschumbaensis,
32113,Hymenocephalus aeger,
32114,Epiplatys ansorgii,
32117,Lucigadus vittatus,
32118,Aphyosemion calliurum,
32120,Oryzias celebensis,
32121,Epiplatys chevalieri,
32122,Lucigadus microlepis,
32124,Aplocheilus dayi,
32125,Nezumia proxima,
32127,Epiplatys fasciolatus,
32129,Oryzias javanicus,
32131,Micropanchax kingii,
32132,Aplocheilus lineatus,
32134,Epiplatys longiventralis,
32136,Mataeocephalus adustus,
32140,Ventrifossa ctenomelas,
32142,Oryzias carnaticus,
32145,Kuronezumia macronema,
32146,Epiplatys multifasciatus,
32155,Nothobranchius patrizii,
32160,Epiplatys sangmelinensis,
32161,Epiplatys infrafasciatus,
32162,Aphyosemion striatum,
32167,Nothobranchius melanospilus,
32168,Nothobranchius microlepis,
32169,Nothobranchius neumanni,
32173,Nothobranchius palmqvisti,
32175,Nothobranchius robustus,
32177,Nothobranchius taeniopygus,
32179,Fundulopanchax walkeri,
32181,Pachypanchax sakaramyi,
32182,Austrolebias adloffi,
32187,Ophthalmolebias constanciae,
32200,Leptopanchax opalescens,
32203,Austrolebias robustus,
32214,Leptopanchax splendens,
32225,Trigonectes balzanii,
32229,Anablepsoides atratus,
32234,Kryptolebias brasiliensis,
32235,Laimosemion breviceps,
32239,Pituna compacta,
32241,Pungitius stenurus,
32243,Laimosemion dibaphus,
32246,Laimosemion geayi,
32248,Anablepsoides holmiae,
32250,Anablepsoides waimacui,
32251,Anablepsoides micropus,
32254,Anablepsoides obscurus,
32256,Kryptolebias ocellatus,
32259,Anablepsoides ornatus,
32260,Anablepsoides peruanus,
32261,Melanorivulus punctatus,
32262,Trigonectes rogoaguae,
32264,Atlantirivulus santensis,
32266,Laimosemion strigatum,
32268,Anablepsoides taeniatus,
32269,Aulostomus maculatus,
32272,Anablepsoides stagnatus,
32273,Fistularia corneta,
32274,Anablepsoides lanceolatus,
32277,Laimosemion frenatum,
32281,Anablepsoides xanthonotus,
32283,Melanorivulus zygonectes,
32289,Procatopus abbreviatus,
32290,Procatopus similis,
32291,Jenynsia alternimaculata,
32292,Jenynsia eigenmanni,
32294,Jenynsia maculata,
32296,Jenynsia obscura,
32300,Orestias agassii,
32308,Macroramphosus sagifue,
32316,Orestias elegans,
32317,Orestias silustani,
32318,Orestias empyraeus,
32319,Notopogon lilliei,
32320,Notopogon macrosolen,
32324,Orestias tschudii,
32326,Orestias frontosa,
32328,Orestias alba,
32330,Orestias crawfordi,
32332,Orestias gilsoni,
32334,Orestias incae,
32335,Orestias jussiei,
32337,Orestias puni,
32339,Orestias lutea,
32340,Orestias minima,
32341,Orestias minuta,
32342,Orestias mooni,
32343,Orestias mulleri,
32344,Orestias olivacea,
32345,Orestias pentlandii,
32347,Orestias polonorum,
32349,Orestias taquiri,
32350,Orestias tutini,
32351,Orestias uruni,
32352,Adrianichthys poptae,
32356,Aeoliscus punctulatus,
32361,Centriscus cristatus,
32368,Solenostomus armatus,
32374,Solenostomus leptosoma,
32381,Xenotoca eiseni,
32385,Hippocampus angustus,
32387,Hippocampus subelongatus,
32390,Hippocampus barbouri,
32392,Hippocampus borboniensis,
32396,Hippocampus camelopardalis,
32398,Hippocampus capensis,
32400,Hippocampus comes,
32401,Ilyodon furcidens,
32403,Hippocampus dahli,
32415,Hippocampus fuscus,
32421,Hippocampus algiricus,
32436,Hippocampus jayakari,
32441,Anableps dowii,
32447,Hippocampus taeniopterus,
32452,Hippocampus kelloggi,
32455,Poecilia vandepolli,
32458,Hippocampus lichtensteinii,
32461,Hippocampus mohnikei,
32464,Poecilia heterandria,
32471,Poecilia formosa,
32480,Poecilia petenensis,
32481,Hippocampus suezensis,
32483,Hippocampus trimaculatus,
32492,Hippocampus whitei,
32496,Poecilia sphenops,
32499,Poecilia mexicana,
32500,Acentronura breviperula,
32501,Poecilia thermalis,
32502,Poecilia gillii,
32503,Acentronura gracilissima,
32506,Acentronura tentaculata,
32513,Poecilia butleri,
32514,Poecilia limantouri,
32515,Poecilia salvatoris,
32517,Phyllopteryx taeniolatus,
32531,Poecilia velifera,
32532,Solenostomus cyanopterus,
32533,Solegnathus guentheri,
32538,Solegnathus lettiensis,
32541,Poecilia bifurca,
32542,Poecilia picta,
32549,Dunckerocampus pessuliferus,
32551,Leptoichthys fistularius,
32552,Poecilia orri,
32553,Poeciliopsis pleurospilus,
32557,Poeciliopsis retropinna,
32561,Microphis fluviatilis,
32562,Belonichthys mento,
32571,Coelonotus biocellatus,
32576,Microphis vaillantii,
32580,Microphis yoshi,
32587,Gambusia punctata,
32589,Microphis millepunctatus,
32598,Microphis manadensis,
32600,Priapichthys caliensis,
32602,Microphis jagorii,
32603,Microphis aculeatus,
32608,Brachyrhaphis terrabensis,
32611,Microphis caudocarinatus,
32612,Microphis cuncalus,
32614,Doryichthys deokhatoides,
32616,Poecilia hasemani,
32617,Microphis insularis,
32620,Girardinus microdactylus,
32621,Girardinus creolus,
32622,Poeciliopsis latidens,
32623,Phalloceros caudimaculatus,
32627,Xiphophorus couchianus,
32630,Xiphophorus variatus,
32636,Xiphophorus montezumae,
32637,Xiphophorus pygmaeus,
32640,Doryichthys martensii,
32646,Doryrhamphus extensus,
32647,Lophocampus ocellatus,
32648,Microphis pleurostictus,
32653,Poeciliopsis balsas,
32655,Poeciliopsis fasciata,
32658,Poeciliopsis occidentalis,
32659,Poeciliopsis sonoriensis,
32661,Poeciliopsis turrubarensis,
32668,Nerophis maculatus,
32669,Neostethus amaricola,
32680,Gulaphallus panayensis,
32685,Amphelikturus dendriticus,
32688,Gulaphallus mirabilis,
32689,Corythoichthys intestinalis,
32696,Aphredoderus sayanus,
32707,Corythoichthys conspicillatus,
32711,Corythoichthys haematopterus,
32728,Centroberyx affinis,
32731,Ichthyocampus bikiniensis,
32734,Gephyroberyx japonicus,
32736,Hoplostethus gigas,
32738,Hoplostethus latus,
32740,Hoplostethus mento,
32742,Phoxocampus diacanthus,
32743,Festucalex erythraeus,
32747,Poromitra atlantica,
32748,Festucalex scalaris,
32750,Nannocampus lindemanensis,
32751,Scopelogadus bispinosus,
32753,Histiogamphelus cristatus,
32758,Mitotichthys meraculus,
32760,Melamphaes macrocephalus,
32761,Mitotichthys semistriatus,
32765,Poromitra macrophthalma,
32766,Scopeloberyx microlepis,
32772,Micrognathus micronotopterus,
32773,Scopeloberyx malayanus,
32775,Scopeloberyx maxillaris,
32776,Poromitra coronata,
32778,Halicampus mataafae,
32779,Halicampus nitidus,
32780,Halicampus vittatus,
32781,Monocentris japonica,
32782,Penetopteryx nanus,
