LineageID,NAME,AUTHOR_DATE,COMMONNAME,INDEXNAME,CLASS_NM,ORD_NM,SO_NM,FAM_NM,SF_NM,REMARKS,ClassNum,OrderNum,SuborderNum,FamilyNum,SubfamilyNum,TimeStamp
405,Myxininae,Rafinesque 1815,hagfishes,NULL,Myxini,Myxiniformes,NULL,Myxinidae,Myxininae,NULL,1,1,NULL,1,3,16:21.0
406,Eptatretinae,Bonaparte 1850,multi-gill hagfishes,NULL,Myxini,Myxiniformes,NULL,Myxinidae,Eptatretinae,NULL,1,1,NULL,1,2,22:16.0
563,Myxinidae,Rafinesque 1815,hagfishes,hagfishes,Myxini,Myxiniformes,NULL,Myxinidae,NULL,NULL,1,1,NULL,1,NULL,11:42.0
1139,Rubicundinae,"Fernholm, NorÃ©n, Kullander, Quattrini et al. 2013",reddish hagfishes,NULL,Myxini,Myxiniformes,NULL,Myxinidae,Rubicundinae,[ref. 32793],1,1,NULL,1,1,20:31.0
1318,Percalates-clade,NULL,Australian basses,NULL,Actinopteri,Centrarchiformes,Percalatoidei,Percalates-clade,NULL,NULL,8,62.6,5,1,NULL,44:31.0
564,Petromyzontidae,Bonaparte 1831,lampreys,lampreys,Petromyzonti,Petromyzontiformes,NULL,Petromyzontidae,NULL,NULL,3,5,NULL,2,NULL,55:59.0
408,Geotriidae,Gill 1893,pouched lampreys,NULL,Petromyzonti,Petromyzontiformes,NULL,Geotriidae,NULL,NULL,3,5,NULL,2.1,NULL,16:26.0
409,Mordaciidae,Gill 1893,southern topeyed lampreys,NULL,Petromyzonti,Petromyzontiformes,NULL,Mordaciidae,NULL,NULL,3,5,NULL,2.2,NULL,51:30.0
1,Callorhinchidae,Garman 1901,plownose chimaeras,chimaeras;plownose,Holocephali,Chimaeriformes,NULL,Callorhinchidae,NULL,NULL,6,1,NULL,3,NULL,27:19.0
2,Chimaeridae,Rafinesque 1815,shortnose chimaeras or ratfishes,chimaeras/shortnose;ratfishes,Holocephali,Chimaeriformes,NULL,Chimaeridae,NULL,NULL,6,1,NULL,4,NULL,27:43.0
3,Rhinochimaeridae,Garman 1901,longnose chimaeras,chimaeras;longnose,Holocephali,Chimaeriformes,NULL,Rhinochimaeridae,NULL,NULL,6,1,NULL,5,NULL,27:56.0
5,Hexanchidae,Gray 1851,cow sharks,sharks;cow,Elasmobranchii,Hexanchiformes,NULL,Hexanchidae,NULL,NULL,5,6,NULL,7,NULL,09:53.0
4,Chlamydoselachidae,Garman 1884,frill sharks,sharks;frill,Elasmobranchii,Hexanchiformes,NULL,Chlamydoselachidae,NULL,NULL,5,6,NULL,7.6,NULL,04:38.0
6,Heterodontidae,Gray 1851,bullhead and horn sharks,sharks;bullhead/sharks;horn,Elasmobranchii,Heterodontiformes,NULL,Heterodontidae,NULL,NULL,5,7,NULL,8,NULL,09:43.0
608,Rhincodontidae,MÃ¼ller & Henle 1841,whale sharks,sharks;whale,Elasmobranchii,Orectolobiformes,NULL,Rhincodontidae,NULL,NULL,5,8,NULL,9,NULL,20:43.0
565,Parascylliidae,Gill 1862,collared carpet sharks,sharks;collared carpet,Elasmobranchii,Orectolobiformes,NULL,Parascylliidae,NULL,NULL,5,8,NULL,10.1,NULL,15:16.0
566,Brachaeluridae,Applegate 1974,blind sharks,sharks;blind,Elasmobranchii,Orectolobiformes,NULL,Brachaeluridae,NULL,NULL,5,8,NULL,10.2,NULL,02:13.0
7,Orectolobidae,Gill 1896,wobbegongs,wobbegons,Elasmobranchii,Orectolobiformes,NULL,Orectolobidae,NULL,NULL,5,8,NULL,10.3,NULL,31:00.0
567,Hemiscylliidae,Gill 1862,bamboo sharks,sharks;bamboo,Elasmobranchii,Orectolobiformes,NULL,Hemiscylliidae,NULL,NULL,5,8,NULL,10.4,NULL,09:34.0
568,Stegostomatidae,Gill 1862,zebra sharks,sharks;zebra,Elasmobranchii,Orectolobiformes,NULL,Stegostomatidae,NULL,NULL,5,8,NULL,10.5,NULL,23:20.0
569,Ginglymostomatidae,Gill 1862,nurse sharks,"sharks, nurse",Elasmobranchii,Orectolobiformes,NULL,Ginglymostomatidae,NULL,NULL,5,8,NULL,10.6,NULL,07:28.0
609,Mitsukurinidae,Jordan 1898,goblin sharks,sharks;goblin,Elasmobranchii,Lamniformes,NULL,Mitsukurinidae,NULL,NULL,5,8.5,NULL,11,NULL,09:53.0
1316,Carchariidae,MÃ¼ller & Henle 1838,sand tigers,NULL,Elasmobranchii,Lamniformes,NULL,Carchariidae,NULL,Based on ref. 37195,5,8.5,NULL,11.1,NULL,19:22.0
8,Odontaspididae,MÃ¼ller & Henle 1839,sand tiger sharks,sharks;sand tiger,Elasmobranchii,Lamniformes,NULL,Odontaspididae,NULL,NULL,5,8.5,NULL,11.2,NULL,09:31.0
570,Pseudocarchariidae,"Taylor, Compagno & Struhsaker 1983",crocodile sharks,sharks;crocodile,Elasmobranchii,Lamniformes,NULL,Pseudocarchariidae,NULL,NULL,5,8.5,NULL,11.3,NULL,18:10.0
660,Megachasmidae,"Taylor, Compagno & Struhsaker 1983",megamouth sharks,"sharks,megamouth",Elasmobranchii,Lamniformes,NULL,Megachasmidae,NULL,NULL,5,8.5,NULL,12.1,NULL,11:51.0
410,Alopiidae,Bonaparte 1835,thresher sharks,sharks;thresher,Elasmobranchii,Lamniformes,NULL,Alopiidae,NULL,NULL,5,8.5,NULL,12.3,NULL,59:39.0
411,Cetorhinidae,Gill 1861,basking sharks,sharks;basking,Elasmobranchii,Lamniformes,NULL,Cetorhinidae,NULL,NULL,5,8.5,NULL,12.5,NULL,13:04.0
9,Lamnidae,Bonaparte 1835,mackerel sharks,"sharks, mackerel",Elasmobranchii,Lamniformes,NULL,Lamnidae,NULL,NULL,5,8.5,NULL,12.7,NULL,13:22.0
1077,Pentanchidae,Smith 1912,deepwater catsharks,NULL,Elasmobranchii,Carcharhiniformes,NULL,Pentanchidae,NULL,NULL,5,8.7,NULL,13.1,NULL,48:52.0
10,Scyliorhinidae,Gill 1862,cat sharks,sharks;cat,Elasmobranchii,Carcharhiniformes,NULL,Scyliorhinidae,NULL,NULL,5,8.7,NULL,13.2,NULL,22:00.0
413,Proscylliidae,Fowler 1941,finback catsharks,catsharks;finback,Elasmobranchii,Carcharhiniformes,NULL,Proscylliidae,NULL,NULL,5,8.7,NULL,13.3,NULL,17:07.0
412,Pseudotriakidae,Gill 1893,false catsharks,catsharks;false,Elasmobranchii,Carcharhiniformes,NULL,Pseudotriakidae,NULL,NULL,5,8.7,NULL,13.4,NULL,18:35.0
571,Leptochariidae,Gray 1851,barbeled houndsharks,houndsharks;barbeled,Elasmobranchii,Carcharhiniformes,NULL,Leptochariidae,NULL,NULL,5,8.7,NULL,14.1,NULL,11:27.0
414,Triakidae,Gray 1851,houndsharks,houndsharks,Elasmobranchii,Carcharhiniformes,NULL,Triakidae,NULL,NULL,5,8.7,NULL,14.2,NULL,23:58.0
694,Galeorhininae,Gill 1862,school sharks,NULL,Elasmobranchii,Carcharhiniformes,NULL,Triakidae,Galeorhininae,NULL,5,8.7,NULL,14.2,2,14:51.0
705,Triakinae,Gray 1851,smouth-hounds,NULL,Elasmobranchii,Carcharhiniformes,NULL,Triakidae,Triakinae,NULL,5,8.7,NULL,14.2,1,37:36.0
572,Hemigaleidae,Hasse 1878,weasel sharks,sharks;weasel,Elasmobranchii,Carcharhiniformes,NULL,Hemigaleidae,NULL,NULL,5,8.7,NULL,14.4,NULL,09:11.0
415,Carcharhinidae,Jordan & Evermann 1896,requiem sharks,sharks;requiem,Elasmobranchii,Carcharhiniformes,NULL,Carcharhinidae,NULL,NULL,5,8.7,NULL,14.5,NULL,02:53.0
11,Sphyrnidae,Bonaparte 1840,hammerhead sharks,sharks;hammerhead,Elasmobranchii,Carcharhiniformes,NULL,Sphyrnidae,NULL,NULL,5,8.7,NULL,14.6,NULL,22:32.0
722,Dalatiidae,Gray 1851,kitefin sharks,NULL,Elasmobranchii,Squaliformes,NULL,Dalatiidae,NULL,NULL,5,9,NULL,15,NULL,27:02.0
718,Etmopteridae,Fowler 1934,lantern sharks,NULL,Elasmobranchii,Squaliformes,NULL,Etmopteridae,NULL,NULL,5,9,NULL,15.1,NULL,08:49.0
1045,Somniosidae,Jordan 1888,sleeper sharks,NULL,Elasmobranchii,Squaliformes,NULL,Somniosidae,NULL,NULL,5,9,NULL,15.2,NULL,58:06.0
1046,Oxynotidae,Gill 1863,rough sharks,NULL,Elasmobranchii,Squaliformes,NULL,Oxynotidae,NULL,NULL,5,9,NULL,15.3,NULL,30:25.0
721,Centrophoridae,Bleeker 1859,gulper sharks,NULL,Elasmobranchii,Squaliformes,NULL,Centrophoridae,NULL,NULL,5,9,NULL,15.5,NULL,12:49.0
12,Squalidae,de Blainville 1816,dogfish sharks,sharks;dogfish,Elasmobranchii,Squaliformes,NULL,Squalidae,NULL,NULL,5,9,NULL,16,NULL,22:46.0
416,Echinorhinidae,Gill 1862,bramble sharks,sharks;bramble,Elasmobranchii,Echinorhiniformes,NULL,Echinorhinidae,NULL,NULL,5,9.2,NULL,16.1,NULL,06:27.0
13,Pristiophoridae,Bleeker 1859,saw sharks,sharks;saw,Elasmobranchii,Pristiophoriformes,NULL,Pristiophoridae,NULL,NULL,5,9.5,NULL,17,NULL,16:47.0
14,Squatinidae,de Blainville 1816,angel sharks,sharks;angel,Elasmobranchii,Squatiniformes,NULL,Squatinidae,NULL,NULL,5,9.7,NULL,18,NULL,23:00.0
1110,Platyrhinidae,Jordan 1923,thornbacks / fanrays,NULL,Elasmobranchii,Torpediniformes,NULL,Platyrhinidae,NULL,NULL,5,10,NULL,20.1,NULL,56:47.0
728,Narkidae,Fowler 1934,sleeper rays,NULL,Elasmobranchii,Torpediniformes,NULL,Narkidae,NULL,NULL,5,10,NULL,20.3,NULL,17:16.0
727,Narcinidae,Gill 1862,numbfishes,NULL,Elasmobranchii,Torpediniformes,NULL,Narcinidae,NULL,NULL,5,10,NULL,20.4,NULL,17:06.0
725,Hypnidae,Gill 1862,coffin rays,NULL,Elasmobranchii,Torpediniformes,NULL,Hypnidae,NULL,NULL,5,10,NULL,20.5,NULL,31:35.0
724,Torpedinidae,Henle 1834,electric rays / torpedo rays,rays;electric,Elasmobranchii,Torpediniformes,NULL,Torpedinidae,NULL,NULL,5,10,NULL,20.6,NULL,09:25.0
1112,Trygonorrhinidae,"Last, SÃ©ret & Naylor 2016",fiddler rays / banjo rays,NULL,Elasmobranchii,Rhinopristiformes,NULL,Trygonorrhinidae,NULL,NULL,5,10.2,NULL,20.8,NULL,56:21.0
16,Rhinobatidae,Bonaparte 1835,guitarfishes,guitarfishes,Elasmobranchii,Rhinopristiformes,NULL,Rhinobatidae,NULL,NULL,5,10.2,NULL,21,NULL,21:12.0
1111,Rhinidae,MÃ¼ller & Henle 1841,bowmouth guitarfishes / wedgefishes,NULL,Elasmobranchii,Rhinopristiformes,NULL,Rhinidae,NULL,NULL,5,10.2,NULL,21.1,NULL,53:23.0
1113,Glaucostegidae,"Last, SÃ©ret & Naylor 2016",giant guitarfishes,NULL,Elasmobranchii,Rhinopristiformes,NULL,Glaucostegidae,NULL,NULL,5,10.2,NULL,21.2,NULL,55:43.0
15,Pristidae,Bonaparte 1835,sawfishes,sawfishes,Elasmobranchii,Rhinopristiformes,NULL,Pristidae,NULL,NULL,5,10.2,NULL,21.3,NULL,16:32.0
17,Rajidae,de Blainville 1816,skates,skates,Elasmobranchii,Rajiformes,NULL,Rajidae,NULL,NULL,5,10.5,NULL,21.4,NULL,53:19.0
968,Arhynchobatidae,Fowler 1934,softnose skates or longtail skates,NULL,Elasmobranchii,Rajiformes,NULL,Arhynchobatidae,NULL,split out or rajidae June 2008. Deepwater skates.,5,10.5,NULL,21.5,NULL,34:29.0
1147,Gurgesiellidae,de Buen 1959,leg skates / pygmy skates,NULL,Elasmobranchii,Rajiformes,NULL,Gurgesiellidae,NULL,NULL,5,10.5,NULL,21.6,NULL,10:29.0
419,Anacanthobatidae,von Bonde & Schwart 1923,smooth skates,skates;smooth,Elasmobranchii,Rajiformes,NULL,Anacanthobatidae,NULL,NULL,5,10.5,NULL,21.7,NULL,52:30.0
1138,Zanobatidae,Fowler 1934,panrays,NULL,Elasmobranchii,Myliobatiformes,NULL,Zanobatidae,NULL,NULL,5,10.6,NULL,22.2,NULL,26:24.0
19,Hexatrygonidae,Heemstra & Smith 1980,sixgill stingrays,stingrays; sixgill,Elasmobranchii,Myliobatiformes,NULL,Hexatrygonidae,NULL,NULL,5,10.6,NULL,22.4,NULL,24:19.0
420,Dasyatidae,Jordan & Gilbert 1879,stingrays,stingrays,Elasmobranchii,Myliobatiformes,NULL,Dasyatidae,NULL,See Last et al. 2016:353 [ref. 34581].,5,10.6,NULL,22.5,NULL,23:55.0
1126,Dasyatinae,Jordan & Gilbert 1879,stingrays,NULL,Elasmobranchii,Myliobatiformes,NULL,Dasyatidae,Dasyatinae,See Last et al. 2016:353 [ref. 34581].,5,10.6,NULL,22.5,1,19:35.0
1127,Neotrygoninae,"Last, Naylor & Manjaji-Matsumoto 2016",shortsnout stingrays,NULL,Elasmobranchii,Myliobatiformes,NULL,Dasyatidae,Neotrygoninae,See Last et al. 2016:358 [ref. 34581].,5,10.6,NULL,22.5,2,22:15.0
1128,Urogymninae,Gray 1851,whiprays,NULL,Elasmobranchii,Myliobatiformes,NULL,Dasyatidae,Urogymninae,See Last et al. 2016:359 [ref. 34581].,5,10.6,NULL,22.5,3,23:35.0
1129,Hypolophinae,Stromer 1910,cowtail stingrays,NULL,Elasmobranchii,Myliobatiformes,NULL,Dasyatidae,Hypolophinae,See Last et al. 2016:363 [ref. 34581].,5,10.6,NULL,22.5,4,27:38.0
18,Potamotrygonidae,Garman 1877,American stingrays,stingrays;river,Elasmobranchii,Myliobatiformes,NULL,Potamotrygonidae,NULL,NULL,5,10.6,NULL,22.6,NULL,47:07.0
1140,Potamotrygoninae,Garman 1877,river stingrays,NULL,Elasmobranchii,Myliobatiformes,NULL,Potamotrygonidae,Potamotrygoninae,NULL,5,10.6,NULL,22.6,2,24:51.0
1141,Styracurinae,"Carvalho, Loboda & da Silva 2016",whiptail stingrays,NULL,Elasmobranchii,Myliobatiformes,NULL,Potamotrygonidae,Styracurinae,NULL,5,10.6,NULL,22.6,1,28:01.0
971,Urotrygonidae,"McEachran, Dunn & Miyake 1996",American round stingrays or round rays,NULL,Elasmobranchii,Myliobatiformes,NULL,Urotrygonidae,NULL,Changed July 2008 on ref. 29691,5,10.6,NULL,22.7,NULL,04:17.0
421,Gymnuridae,Fowler 1934,butterfly rays,rays;butterfly,Elasmobranchii,Myliobatiformes,NULL,Gymnuridae,NULL,NULL,5,10.6,NULL,22.8,NULL,52:38.0
738,Plesiobatidae,Nishida 1990,deepwater stingrays or giant stingarees,stingrays;deepwater,Elasmobranchii,Myliobatiformes,NULL,Plesiobatidae,NULL,NULL,5,10.6,NULL,22.9,NULL,04:02.0
422,Urolophidae,MÃ¼ller & Henle 1841,round stingrays or stingarees,stingrays;round,Elasmobranchii,Myliobatiformes,NULL,Urolophidae,NULL,NULL,5,10.6,NULL,23,NULL,32:05.0
1123,Aetobatidae,Agassiz 1858,pelagic eagle rays,NULL,Elasmobranchii,Myliobatiformes,NULL,Aetobatidae,NULL,Changed on White & Naylor 2016 [ref. 34575].,5,10.6,NULL,23.1,NULL,03:07.0
729,Myliobatidae,Bonaparte 1835,eagle rays,NULL,Elasmobranchii,Myliobatiformes,NULL,Myliobatidae,NULL,NULL,5,10.6,NULL,23.2,NULL,36:06.0
1124,Rhinopteridae,Jordan & Evermann 1896,cownose rays,NULL,Elasmobranchii,Myliobatiformes,NULL,Rhinopteridae,NULL,NULL,5,10.6,NULL,23.4,NULL,05:05.0
1125,Mobulidae,Gill 1893,devil rays,NULL,Elasmobranchii,Myliobatiformes,NULL,Mobulidae,NULL,NULL,5,10.6,NULL,23.6,NULL,06:42.0
20,Neoceratodontidae,Schultz 1948,Australian lungfishes,lungfishes;Australian,Dipneusti,Ceratodontiformes,NULL,Neoceratodontidae,NULL,NULL,10,4,NULL,28,NULL,02:36.0
21,Lepidosirenidae,Bonaparte 1841,South American lungfishes,lungfishes;South American,Dipneusti,Ceratodontiformes,NULL,Lepidosirenidae,NULL,NULL,10,4,NULL,29,NULL,02:44.0
22,Protopteridae,Peters 1855,African lungfishes,lungfishes;African,Dipneusti,Ceratodontiformes,NULL,Protopteridae,NULL,NULL,10,4,NULL,29.1,NULL,02:56.0
23,Latimeriidae,Berg 1940,coelacanths,coelacanths,Coelacanthi,Coelacanthiformes,NULL,Latimeriidae,NULL,NULL,9,1,NULL,31,NULL,02:06.0
24,Polypteridae,Bonaparte 1835,bichirs,bichirs,Cladistii,Polypteriformes,NULL,Polypteridae,NULL,NULL,7,7,NULL,32,NULL,58:25.0
25,Acipenseridae,Bonaparte 1831,sturgeons,sturgeons,Actinopteri,Acipenseriformes,NULL,Acipenseridae,NULL,NULL,8,7.5,NULL,33,NULL,28:57.0
26,Polyodontidae,Bonaparte 1835,paddlefishes,paddlefishes,Actinopteri,Acipenseriformes,NULL,Polyodontidae,NULL,NULL,8,7.5,NULL,34,NULL,29:23.0
27,Lepisosteidae,Agassiz 1832,gars,gars,Actinopteri,Lepisosteiformes,NULL,Lepisosteidae,NULL,NULL,8,18,NULL,35,NULL,30:18.0
28,Amiidae,Bonaparte 1831,bowfins,bowfins,Actinopteri,Amiiformes,NULL,Amiidae,NULL,NULL,8,22,NULL,36,NULL,30:46.0
31,Hiodontidae,Valenciennes 1847,mooneyes,mooneyes,Actinopteri,Hiodontiformes,NULL,Hiodontidae,NULL,NULL,8,33.2,NULL,36,NULL,23:27.0
30,Pantodontidae,Peters 1876,freshwater butterfly fishes,NULL,Actinopteri,Osteoglossiformes,NULL,Pantodontidae,NULL,NULL,8,33.5,NULL,36.5,NULL,47:01.0
29,Osteoglossidae,Bonaparte 1845,bonytongues,bonytongues,Actinopteri,Osteoglossiformes,NULL,Osteoglossidae,NULL,NULL,8,33.5,NULL,37,NULL,35:22.0
740,Arapaimidae,Bonaparte 1846,arapaimas,arapaimas,Actinopteri,Osteoglossiformes,NULL,Arapaimidae,NULL,NULL,8,33.5,NULL,37.5,NULL,34:43.0
32,Notopteridae,Bleeker 1851,knifefishes or featherbacks,featherbacks/knifefishes,Actinopteri,Osteoglossiformes,NULL,Notopteridae,NULL,NULL,8,33.5,NULL,40,NULL,35:15.0
1134,Notopterinae,Bleeker 1851,Asiatic featherbacks,NULL,Actinopteri,Osteoglossiformes,NULL,Notopteridae,Notopterinae,NULL,8,33.5,NULL,40,1,26:14.0
1135,Xenomystinae,Greenwood 1963,African knifefishes,NULL,Actinopteri,Osteoglossiformes,NULL,Notopteridae,Xenomystinae,NULL,8,33.5,NULL,40,2,27:48.0
33,Mormyridae,Bonaparte 1831,elephantfishes,elephantfishes,Actinopteri,Osteoglossiformes,NULL,Mormyridae,NULL,NULL,8,33.5,NULL,41,NULL,35:07.0
34,Gymnarchidae,Bleeker 1859,aba's,NULL,Actinopteri,Osteoglossiformes,NULL,Gymnarchidae,NULL,NULL,8,33.5,NULL,42,NULL,24:47.0
35,Elopidae,Valenciennes 1847,tenpounders and ladyfishes,tenpounders/ladyfishes,Actinopteri,Elopiformes,NULL,Elopidae,NULL,NULL,8,30,NULL,43,NULL,37:06.0
36,Megalopidae,Jordan & Gilbert 1883,tarpons,tarpons,Actinopteri,Elopiformes,NULL,Megalopidae,NULL,NULL,8,30,NULL,44,NULL,37:31.0
37,Albulidae,Bleeker 1849,bonefishes,bonefishes,Actinopteri,Albuliformes,NULL,Albulidae,NULL,NULL,8,30.5,NULL,45,NULL,37:52.0
423,Albulinae,Bleeker 1849,bonefishes,NULL,Actinopteri,Albuliformes,NULL,Albulidae,Albulinae,NULL,8,30.5,NULL,45,1,24:33.0
424,Pterothrissinae,Gill 1893,longfin bonefishes,NULL,Actinopteri,Albuliformes,NULL,Albulidae,Pterothrissinae,NULL,8,30.5,NULL,45,2,16:30.0
38,Halosauridae,GÃ¼nther 1868,halosaurs,halosaurs,Actinopteri,Notacanthiformes,NULL,Halosauridae,NULL,NULL,8,31,NULL,46,NULL,39:07.0
39,Notacanthidae,Rafinesque 1810,spiny eels,eels;spiny,Actinopteri,Notacanthiformes,NULL,Notacanthidae,NULL,NULL,8,31,NULL,47,NULL,39:38.0
1035,Protanguillidae,"Johnson, Ida & Miya 2011",primitive cave eels,NULL,Actinopteri,Anguilliformes,NULL,Protanguillidae,NULL,"Added from online, 27 Aug. 2011.",8,32,NULL,48.5,NULL,48:20.0
47,Synaphobranchidae,Johnson 1862,cutthroat eels,NULL,Actinopteri,Anguilliformes,NULL,Synaphobranchidae,NULL,NULL,8,32,NULL,49,NULL,55:04.0
611,Synaphobranchinae,Johnson 1862,cutthroat eels,eels;cutthroat,Actinopteri,Anguilliformes,NULL,Synaphobranchidae,Synaphobranchinae,NULL,8,32,NULL,49,3,58:09.0
612,Simenchelyinae,Gill 1879,pugnose parasitic eels,eels;pugnose,Actinopteri,Anguilliformes,NULL,Synaphobranchidae,Simenchelyinae,NULL,8,32,NULL,49,1,57:34.0
648,Ilyophinae,Jordan & Davis 1891,arrowtooth eels or mustard eels,eels;arrowtooth,Actinopteri,Anguilliformes,NULL,Synaphobranchidae,Ilyophinae,NULL,8,32,NULL,49,2,58:19.0
41,Heterenchelyidae,Regan 1912,mud eels,NULL,Actinopteri,Anguilliformes,NULL,Heterenchelyidae,NULL,NULL,8,32,NULL,50,NULL,27:37.0
43,Myrocongridae,Gill 1890,myroconger eels,NULL,Actinopteri,Anguilliformes,NULL,Myrocongridae,NULL,NULL,8,32,NULL,53,NULL,52:50.0
44,Muraenidae,Rafinesque 1815,moray eels,"morays/eels, moray (see morays)",Actinopteri,Anguilliformes,NULL,Muraenidae,NULL,NULL,8,32,NULL,54,NULL,01:46.0
425,Uropterygiinae,Fowler 1925,tailfin moray eels,NULL,Actinopteri,Anguilliformes,NULL,Muraenidae,Uropterygiinae,NULL,8,32,NULL,54,1,00:49.0
426,Muraeninae,Rafinesque 1815,morays,NULL,Actinopteri,Anguilliformes,NULL,Muraenidae,Muraeninae,NULL,8,32,NULL,54,2,02:06.0
677,Chlopsidae,Rafinesque 1815,false morays,morays;false,Actinopteri,Anguilliformes,NULL,Chlopsidae,NULL,NULL,8,32,NULL,55,NULL,53:47.0
50,Colocongridae,Smith 1976,shorttail eels,NULL,Actinopteri,Anguilliformes,NULL,Colocongridae,NULL,NULL,8,32,NULL,56,NULL,04:05.0
52,Derichthyidae,Gill 1884,longneck eels,eels;longneck,Actinopteri,Anguilliformes,NULL,Derichthyidae,NULL,NULL,8,32,NULL,57,NULL,04:17.0
48,Ophichthidae,GÃ¼nther 1870,snake eels and worm eels,eels;snake/eels;worm,Actinopteri,Anguilliformes,NULL,Ophichthidae,NULL,NULL,8,32,NULL,58,NULL,50:11.0
427,Myrophinae,Kaup 1856,worm eels,NULL,Actinopteri,Anguilliformes,NULL,Ophichthidae,Myrophinae,NULL,8,32,NULL,58,1,10:34.0
428,Ophichthinae,GÃ¼nther 1870,snake eels,NULL,Actinopteri,Anguilliformes,NULL,Ophichthidae,Ophichthinae,NULL,8,32,NULL,58,2,25:32.0
432,Muraenesocidae,Kaup 1859,pike conger eels,eels;pike conger,Actinopteri,Anguilliformes,NULL,Muraenesocidae,NULL,NULL,8,32,NULL,59,NULL,09:40.0
49,Nettastomatidae,Kaup 1859,duckbill eels,eels;duckbill,Actinopteri,Anguilliformes,NULL,Nettastomatidae,NULL,NULL,8,32,NULL,60,NULL,09:54.0
51,Congridae,Kaup 1856,conger eels,eels;conger,Actinopteri,Anguilliformes,NULL,Congridae,NULL,NULL,8,32,NULL,62,NULL,44:25.0
429,Congrinae,Kaup 1856,NULL,NULL,Actinopteri,Anguilliformes,NULL,Congridae,Congrinae,NULL,8,32,NULL,62,1,44:32.0
430,Bathymyrinae,BÃ¶hlke 1949,NULL,NULL,Actinopteri,Anguilliformes,NULL,Congridae,Bathymyrinae,NULL,8,32,NULL,62,2,43:28.0
431,Heterocongrinae,GÃ¼nther 1870,garden eels,eels;garden,Actinopteri,Anguilliformes,NULL,Congridae,Heterocongrinae,NULL,8,32,NULL,62,3,45:26.0
42,Moringuidae,Gill 1885,spaghetti eels,eels;spaghetti,Actinopteri,Anguilliformes,NULL,Moringuidae,NULL,NULL,8,32,NULL,62.5,NULL,10:12.0
45,Nemichthyidae,Kaup 1859,snipe eels,eels;snipe,Actinopteri,Anguilliformes,NULL,Nemichthyidae,NULL,NULL,8,32,NULL,63.5,NULL,49:50.0
53,Serrivomeridae,Trewavas 1932,sawtooth eels,eels;sawtooth,Actinopteri,Anguilliformes,NULL,Serrivomeridae,NULL,NULL,8,32,NULL,64,NULL,49:18.0
40,Anguillidae,Rafinesque 1810,freshwater eels,eels;freshwater,Actinopteri,Anguilliformes,NULL,Anguillidae,NULL,NULL,8,32,NULL,64.6,NULL,52:30.0
46,Cyematidae,Regan 1912,bobtail eels,eels;bobtail,Actinopteri,Saccopharyngiformes,NULL,Cyematidae,NULL,NULL,8,33,NULL,64.7,NULL,51:44.0
56,Monognathidae,Trewavas 1937,onejaw gulpers,monognathids,Actinopteri,Saccopharyngiformes,NULL,Monognathidae,NULL,NULL,8,33,NULL,64.9,NULL,28:14.0
1268,Neocyematidae,"Poulsen, Miller, Sado, Hanel, Tsukamoto & Miya 2018",bobtail snipe eels,NULL,Actinopteri,Saccopharyngiformes,NULL,Neocyematidae,NULL,NULL,8,33,NULL,65,NULL,32:25.0
55,Eurypharyngidae,Gill 1883,umbrellamouth gulpers,gulpers;umbrellamouth,Actinopteri,Saccopharyngiformes,NULL,Eurypharyngidae,NULL,NULL,8,33,NULL,66,NULL,51:50.0
54,Saccopharyngidae,Bleeker 1859,swallowers or whiptail gulpers,gulpers;whiptail/swallowers,Actinopteri,Saccopharyngiformes,NULL,Saccopharyngidae,NULL,NULL,8,33,NULL,67,NULL,28:57.0
57,Denticipitidae,Clausen 1959,denticle herrings,herrings;denticle,Actinopteri,Clupeiformes,NULL,Denticipitidae,NULL,NULL,8,34,NULL,68,NULL,53:06.0
1272,Spratelloididae,Jordan 1925,small round herrings,NULL,Actinopteri,Clupeiformes,NULL,Spratelloididae,NULL,NULL,8,34,NULL,68.5,NULL,22:58.0
58,Clupeidae,Cuvier 1816,"herrings, shads, sardines and allies",shads/sardines/herrings,Actinopteri,Clupeiformes,NULL,Clupeidae,NULL,NULL,8,34,NULL,69,NULL,52:58.0
1054,Dussumieriidae,Gill 1861,round herrings,NULL,Actinopteri,Clupeiformes,NULL,Dussumieriidae,NULL,NULL,8,34,NULL,69.5,NULL,18:11.0
433,Engraulidae,Gill 1861,anchovies,anchovies,Actinopteri,Clupeiformes,NULL,Engraulidae,NULL,NULL,8,34,NULL,70,NULL,53:25.0
59,Chirocentridae,Bleeker 1849,wolf herrings,herrings;wolf,Actinopteri,Clupeiformes,NULL,Chirocentridae,NULL,NULL,8,34,NULL,71,NULL,52:48.0
924,Pristigasteridae,Bleeker 1872,longfin herrings,NULL,Actinopteri,Clupeiformes,NULL,Pristigasteridae,NULL,NULL,8,34,NULL,71.5,NULL,19:02.0
60,Chanidae,GÃ¼nther 1868,milkfishes,milkfishes,Actinopteri,Gonorynchiformes,NULL,Chanidae,NULL,NULL,8,35,NULL,72,NULL,54:26.0
61,Gonorynchidae,Fowler 1941 (1848),beaked sandfishes,NULL,Actinopteri,Gonorynchiformes,NULL,Gonorynchidae,NULL,Kottelat 2016:446 [ref. 34856].,8,35,NULL,73,NULL,03:57.0
62,Kneriidae,GÃ¼nther 1868,shellears,NULL,Actinopteri,Gonorynchiformes,NULL,Kneriidae,NULL,NULL,8,35,NULL,74,NULL,36:50.0
