NAME,LineageID,AUTHOR_DATE,COMMONNAME,INDEXNAME,CLASS_NM,ORD_Parent,ORD_NM,SO_Parent,SO_NM,FAM_Parent,FAM_NM,SF_Parent,SF_NM,Parent_id_fomula,Parent_id,Rank_id,Rank_name,REMARKS,ClassNum,OrderNum,SuborderNum,FamilyNum,SubfamilyNum,TimeStamp
Channichthyidae,340,Gill 1861,crocodile icefishes,icefishes;crocodile,Actinopteri,699,Perciformes,1309,Notothenioidei,597,Channichthyidae,NULL,NULL,597,597,50,Family,NULL,8,64,7,374,NULL,39:04.0
Pholidichthyidae,345,Jordan 1896,convict-blennies,convict-blennies,Actinopteri,699,Cichliformes,1187,NULL,NULL,Pholidichthyidae,NULL,NULL,1187,1187,50,Family,NULL,8,51,NULL,380,NULL,34:45.0
Trichodontidae,346,Bleeker 1859,sandfishes,sandfishes,Actinopteri,699,Perciformes,1309,Trachinoidei,598,Trichodontidae,NULL,NULL,598,598,50,Family,NULL,8,64,8,381,NULL,41:22.0
Ammodytidae,361,Bonaparte 1835,sand lances,lances;sand,Actinopteri,699,Perciformes,1309,Trachinoidei,598,Ammodytidae,NULL,NULL,598,598,50,Family,NULL,8,64,8,381.5,NULL,41:19.0
Trachinidae,347,Rafinesque 1815,weeverfishes,weeverfishes,Actinopteri,699,Perciformes,1309,Trachinoidei,598,Trachinidae,NULL,NULL,598,598,50,Family,NULL,8,64,8,382,NULL,41:23.0
Uranoscopidae,348,Bonaparte 1831,stargazers,stargazers,Actinopteri,699,Perciformes,1309,Trachinoidei,598,Uranoscopidae,NULL,NULL,598,598,50,Family,NULL,8,64,8,383,NULL,41:20.0
Trichonotidae,349,GÃ¼nther 1861,sand divers,divers;sand,Actinopteri,699,Perciformes,1309,Trachinoidei,598,Trichonotidae,NULL,NULL,598,598,50,Family,NULL,8,64,8,384,NULL,41:21.0
Leptoscopidae,351,Gill 1859,southern sandfishes,NULL,Actinopteri,699,Acropomatiformes,1274,NULL,NULL,Leptoscopidae,NULL,NULL,1274,1274,50,Family,NULL,8,62.8,NULL,386,NULL,55:48.0
Percophidae,352,Swainson 1839,duckbills,duckbills,Actinopteri,699,Perciformes,1309,Trachinoidei,598,Percophidae,NULL,NULL,598,598,50,Family,NULL,8,64,8,387,NULL,41:37.0
Percophinae,506,Swainson 1839,NULL,NULL,Actinopteri,699,Perciformes,1309,Trachinoidei,598,Percophidae,352,Percophinae,352,352,51,Subfamily,NULL,8,64,8,387,1,41:26.0
Bembropinae,507,Regan 1913,duckbill flatheads,NULL,Actinopteri,699,Perciformes,1309,Trachinoidei,598,Percophidae,352,Bembropinae,352,352,51,Subfamily,NULL,8,64,8,387,2,41:32.0
Pinguipedidae,635,GÃ¼nther 1860,sandperches,sandperches,Actinopteri,699,Perciformes,1309,Trachinoidei,598,Pinguipedidae,NULL,NULL,598,598,50,Family,NULL,8,64,8,388,NULL,41:43.0
Cheimarrichthyidae,933,Regan 1913,New Zealand torrentfishes,NULL,Actinopteri,699,Perciformes,1309,Trachinoidei,598,Cheimarrichthyidae,NULL,NULL,598,598,50,Family,NULL,8,64,8,388.2,NULL,41:28.0
Tripterygiidae,353,Whitley 1931,threefin blennies,blennies;threefin,Actinopteri,699,Blenniiformes,1186,NULL,NULL,Tripterygiidae,NULL,NULL,1186,1186,50,Family,NULL,8,55,NULL,390.1,NULL,59:33.0
Notoclininae,1012,Fricke 2009,NULL,NULL,Actinopteri,699,Blenniiformes,1186,NULL,NULL,Tripterygiidae,353,Notoclininae,353,353,51,Subfamily,NULL,8,55,NULL,390.1,2,59:05.0
Tripterygiinae,1013,Whitley 1931,NULL,NULL,Actinopteri,699,Blenniiformes,1186,NULL,NULL,Tripterygiidae,353,Tripterygiinae,353,353,51,Subfamily,NULL,8,55,NULL,390.1,5,59:41.0
Labrisomidae,355,Clark Hubbs 1952,labrisomids,labrisomids,Actinopteri,699,Blenniiformes,1186,NULL,NULL,Labrisomidae,NULL,NULL,1186,1186,50,Family,NULL,8,55,NULL,390.2,NULL,58:55.0
Clinidae,356,Swainson 1839,clinids and klipfishes,clinids/klipfishes,Actinopteri,699,Blenniiformes,1186,NULL,NULL,Clinidae,NULL,NULL,1186,1186,50,Family,NULL,8,55,NULL,390.3,NULL,58:29.0
Chaenopsidae,357,Gill 1865,pikeblennies,pikeblennies,Actinopteri,699,Blenniiformes,1186,NULL,NULL,Chaenopsidae,NULL,NULL,1186,1186,50,Family,NULL,8,55,NULL,390.4,NULL,58:20.0
Dactyloscopidae,354,Gill 1859,sand stargazers,stargazers;sand,Actinopteri,699,Blenniiformes,1186,NULL,NULL,Dactyloscopidae,NULL,NULL,1186,1186,50,Family,NULL,8,55,NULL,391,NULL,58:46.0
Blenniidae,358,Rafinesque 1810,blennies,blennies,Actinopteri,699,Blenniiformes,1186,NULL,NULL,Blenniidae,NULL,NULL,1186,1186,50,Family,NULL,8,55,NULL,395,NULL,57:28.0
Blenniinae,1009,Rafinesque 1810,NULL,NULL,Actinopteri,699,Blenniiformes,1186,NULL,NULL,Blenniidae,358,Blenniinae,358,358,51,Subfamily,NULL,8,55,NULL,395,2,57:35.0
Salariinae,1010,Gill 1859,salariid blennies,NULL,Actinopteri,699,Blenniiformes,1186,NULL,NULL,Blenniidae,358,Salariinae,358,358,51,Subfamily,NULL,8,55,NULL,395,5,59:14.0
Callionymidae,362,Bonaparte 1831,dragonets,dragonets,Actinopteri,699,Perciformes,1309,Callionymoidei,601,Callionymidae,NULL,NULL,601,601,50,Family,NULL,8,64,13,399,NULL,44:44.0
Draconettidae,363,Jordan & Fowler 1903,draconettids,draconettids,Actinopteri,699,Perciformes,1309,Callionymoidei,601,Draconettidae,NULL,NULL,601,601,50,Family,NULL,8,64,13,400,NULL,44:57.0
Rhyacichthyidae,364,Jordan 1905,loach gobies,gobies;loach,Actinopteri,699,Gobiiformes,964,NULL,NULL,Rhyacichthyidae,NULL,NULL,964,964,50,Family,NULL,8,48.4,NULL,401,NULL,05:15.0
Odontobutidae,716,Hoese & Gill 1993,Asian freshwater sleepers,NULL,Actinopteri,699,Gobiiformes,964,NULL,NULL,Odontobutidae,NULL,NULL,964,964,50,Family,NULL,8,48.4,NULL,401.1,NULL,10:36.0
Eleotridae,365,Bonaparte 1835,sleepers,sleepers,Actinopteri,699,Gobiiformes,964,NULL,NULL,Eleotridae,NULL,NULL,964,964,50,Family,NULL,8,48.4,NULL,402,NULL,03:35.0
Butinae,881,Bleeker 1874,gudgeons,NULL,Actinopteri,699,Gobiiformes,964,NULL,NULL,Eleotridae,365,Butinae,365,365,51,Subfamily,NULL,8,48.4,NULL,402,1,03:27.0
Eleotrinae,882,Bonaparte 1835,bullies,NULL,Actinopteri,699,Gobiiformes,964,NULL,NULL,Eleotridae,365,Eleotrinae,365,365,51,Subfamily,NULL,8,48.4,NULL,402,2,03:43.0
Milyeringinae,1070,Whitley 1945,freshwater cave gobies,NULL,Actinopteri,699,Gobiiformes,964,NULL,NULL,Eleotridae,365,Milyeringinae,365,365,51,Subfamily,NULL,8,48.4,NULL,402,6,04:40.0
Thalasseleotrididae,1056,Gill & Mooi 2012,ocean sleepers,NULL,Actinopteri,699,Gobiiformes,964,NULL,NULL,Thalasseleotrididae,NULL,NULL,964,964,50,Family,new 2012,8,48.4,NULL,402.5,NULL,05:39.0
Gobiidae,366,Cuvier 1816,gobies,gobies,Actinopteri,699,Gobiiformes,964,NULL,NULL,Gobiidae,NULL,NULL,964,964,50,Family,NULL,8,48.4,NULL,403,NULL,03:51.0
Sicydiinae,773,Gill 1860,rock-climbing gobies,NULL,Actinopteri,699,Gobiiformes,964,NULL,NULL,Gobiidae,366,Sicydiinae,366,366,51,Subfamily,NULL,8,48.4,NULL,403,1,05:31.0
Gobionellinae,774,Bleeker 1874,oxudercids,NULL,Actinopteri,699,Gobiiformes,964,NULL,NULL,Gobiidae,366,Gobionellinae,366,366,51,Subfamily,NULL,8,48.4,NULL,403,2,04:08.0
Oxudercinae,781,GÃ¼nther 1861,mudskippers and allies,NULL,Actinopteri,699,Gobiiformes,964,NULL,NULL,Gobiidae,366,Oxudercinae,366,366,51,Subfamily,NULL,8,48.4,NULL,403,3,04:57.0
Amblyopinae,782,GÃ¼nther 1861,mudburrowing gobies,NULL,Actinopteri,699,Gobiiformes,964,NULL,NULL,Gobiidae,366,Amblyopinae,366,366,51,Subfamily,NULL,8,48.4,NULL,403,4,03:15.0
Gobiinae,783,Cuvier 1816,gobies,NULL,Actinopteri,699,Gobiiformes,964,NULL,NULL,Gobiidae,366,Gobiinae,366,366,51,Subfamily,NULL,8,48.4,NULL,403,5,03:59.0
Kraemeriidae,367,Whitley 1935 (1911),sand darts,darts;sand,Actinopteri,699,Gobiiformes,964,NULL,NULL,Kraemeriidae,NULL,NULL,964,964,50,Family,NULL,8,48.4,NULL,406,NULL,04:16.0
Microdesmidae,368,Regan 1912,wormfishes,NULL,Actinopteri,699,Gobiiformes,964,NULL,NULL,Microdesmidae,NULL,NULL,964,964,50,Family,NULL,8,48.4,NULL,407,NULL,04:24.0
Ptereleotrinae,963,Bleeker 1875,dart-gobies,NULL,Actinopteri,699,Gobiiformes,964,NULL,NULL,Microdesmidae,368,Ptereleotrinae,368,368,51,Subfamily,From Hoese 2006,8,48.4,NULL,407,2,05:05.0
Microdesminae,966,Regan 1912,NULL,NULL,Actinopteri,699,Gobiiformes,964,NULL,NULL,Microdesmidae,368,Microdesminae,368,368,51,Subfamily,NULL,8,48.4,NULL,407,1,04:32.0
Xenisthmidae,659,Miller 1973,collared wrigglers,NULL,Actinopteri,699,Gobiiformes,964,NULL,NULL,Xenisthmidae,NULL,NULL,964,964,50,Family,NULL,8,48.4,NULL,407.5,NULL,05:48.0
Schindleriidae,360,Giltay 1934,infantfishes,NULL,Actinopteri,699,Gobiiformes,964,NULL,NULL,Schindleriidae,NULL,NULL,964,964,50,Family,NULL,8,48.4,NULL,407.6,NULL,05:23.0
Pomatomidae,276,Gill 1863,bluefishes,bluefishes,Actinopteri,699,Scombriformes,1179,Scombroidei,604,Pomatomidae,NULL,NULL,604,604,50,Family,NULL,8,48.1,2,410.1,NULL,57:27.0
Centrolophidae,380,Bonaparte 1846,medusafishes,medusafishes,Actinopteri,699,Scombriformes,1179,Scombroidei,604,Centrolophidae,NULL,NULL,604,604,50,Family,NULL,8,48.1,2,410.3,NULL,55:53.0
Icosteidae,359,Jordan & Gilbert 1880,ragfishes,ragfishes,Actinopteri,699,Scombriformes,1179,Scombroidei,604,Icosteidae,NULL,NULL,604,604,50,Family,NULL,8,48.1,2,410.5,NULL,07:52.0
Arripidae,285,Gill 1893,Australian salmons,salmons;Australian,Actinopteri,699,Scombriformes,1179,Scombroidei,604,Arripidae,NULL,NULL,604,604,50,Family,NULL,8,48.1,2,410.7,NULL,08:11.0
Tetragonuridae,383,Risso 1827,squaretails,squaretails,Actinopteri,699,Scombriformes,1179,Scombroidei,604,Tetragonuridae,NULL,NULL,604,604,50,Family,NULL,8,48.1,2,410.9,NULL,08:38.0
Chiasmodontidae,342,Jordan & Gilbert 1883,swallowers,swallowers,Actinopteri,699,Scombriformes,1179,Scombroidei,604,Chiasmodontidae,NULL,NULL,604,604,50,Family,NULL,8,48.1,2,411.1,NULL,08:59.0
Scombridae,375,Rafinesque 1815,"mackerels, tunas and bonitos",tunas/bonitos/mackerels,Actinopteri,699,Scombriformes,1179,Scombroidei,604,Scombridae,NULL,NULL,604,604,50,Family,NULL,8,48.1,2,411.3,NULL,09:36.0
Gasterochismatinae,936,Poey 1869,kingfishes,NULL,Actinopteri,699,Scombriformes,1179,Scombroidei,604,Scombridae,375,Gasterochismatinae,375,375,51,Subfamily,NULL,8,48.1,2,411.3,1,09:47.0
Scombrinae,937,Rafinesque 1815,NULL,NULL,Actinopteri,699,Scombriformes,1179,Scombroidei,604,Scombridae,375,Scombrinae,375,375,51,Subfamily,NULL,8,48.1,2,411.3,2,10:10.0
Caristiidae,284,Gill & Smith 1905,veilfins or manefishes,veilfins/manefishes,Actinopteri,699,Scombriformes,1179,Scombroidei,604,Caristiidae,NULL,NULL,604,604,50,Family,NULL,8,48.1,2,411.5,NULL,14:49.0
Bramidae,283,Bonaparte 1831,pomfrets,pomfrets,Actinopteri,699,Scombriformes,1179,Scombroidei,604,Bramidae,NULL,NULL,604,604,50,Family,NULL,8,48.1,2,411.7,NULL,14:30.0
Scombrolabracidae,372,Fowler 1925,black mackerels,mackerels;black,Actinopteri,699,Scombriformes,1179,Scombroidei,604,Scombrolabracidae,NULL,NULL,604,604,50,Family,NULL,8,48.1,2,411.9,NULL,14:12.0
Gempylidae,373,Gill 1862,snake mackerels,mackerels;snake,Actinopteri,699,Scombriformes,1179,Scombroidei,604,Gempylidae,NULL,NULL,604,604,50,Family,NULL,8,48.1,2,412,NULL,46:29.0
Trichiuridae,374,Rafinesque 1810,cutlassfishes,scabbardfishes/cutlassfishes,Actinopteri,699,Scombriformes,1179,Scombroidei,604,Trichiuridae,NULL,NULL,604,604,50,Family,NULL,8,48.1,2,413,NULL,44:24.0
Aphanopodinae,510,Gill 1863,frostfishes,NULL,Actinopteri,699,Scombriformes,1179,Scombroidei,604,Trichiuridae,374,Aphanopodinae,374,374,51,Subfamily,NULL,8,48.1,2,413,1,43:53.0
Lepidopodinae,511,Gill 1863,scabbardfishes,NULL,Actinopteri,699,Scombriformes,1179,Scombroidei,604,Trichiuridae,374,Lepidopodinae,374,374,51,Subfamily,NULL,8,48.1,2,413,2,46:42.0
Trichiurinae,512,Rafinesque 1810,hairtails,NULL,Actinopteri,699,Scombriformes,1179,Scombroidei,604,Trichiuridae,374,Trichiurinae,374,374,51,Subfamily,NULL,8,48.1,2,413,3,44:14.0
Xiphiidae,376,Rafinesque 1815,swordfishes,swordfishes,Actinopteri,699,Carangiformes,758,Menoidei,1323,Xiphiidae,NULL,NULL,1323,1323,50,Family,NULL,8,50,5,415,NULL,07:39.0
Istiophoridae,378,Rafinesque 1815,billfishes and marlins,billfishes/marlins,Actinopteri,699,Carangiformes,758,Menoidei,1323,Istiophoridae,NULL,NULL,1323,1323,50,Family,NULL,8,50,5,417,NULL,08:26.0
Amarsipidae,379,Haedrich 1969,bagless glassfishes or amarsipas,amarsipids,Actinopteri,699,Scombriformes,1179,Stromateoidei,605,Amarsipidae,NULL,NULL,605,605,50,Family,NULL,8,48.1,1,418,NULL,48:17.0
Nomeidae,381,GÃ¼nther 1860,flotsamfishes or driftfishes,flotsamfishes/driftfishes,Actinopteri,699,Scombriformes,1179,Stromateoidei,605,Nomeidae,NULL,NULL,605,605,50,Family,NULL,8,48.1,1,420,NULL,49:06.0
Ariommatidae,382,Haedrich 1967,ariommas or ariommatids,ariommatids,Actinopteri,699,Scombriformes,1179,Stromateoidei,605,Ariommatidae,NULL,NULL,605,605,50,Family,NULL,8,48.1,1,421,NULL,03:40.0
Stromateidae,384,Rafinesque 1810,butterfishes,butterfishes,Actinopteri,699,Scombriformes,1179,Stromateoidei,605,Stromateidae,NULL,NULL,605,605,50,Family,NULL,8,48.1,1,423,NULL,49:26.0
Anabantidae,385,Bonaparte 1831,climbing gouramies,gouramies;climbing,Actinopteri,699,Anabantiformes,1183,Anabantoidei,606,Anabantidae,NULL,NULL,606,606,50,Family,NULL,8,48.6,1,424,NULL,59:35.0
Helostomatidae,387,Gill 1872,kissing gouramies,gouramies;kissing,Actinopteri,699,Anabantiformes,1183,Anabantoidei,606,Helostomatidae,NULL,NULL,606,606,50,Family,NULL,8,48.6,1,424.5,NULL,00:27.0
Osphronemidae,389,van der Hoeven 1832,gouramies,NULL,Actinopteri,699,Anabantiformes,1183,Anabantoidei,606,Osphronemidae,NULL,NULL,606,606,50,Family,NULL,8,48.6,1,425,NULL,01:22.0
Macropodusinae,739,Hoedeman 1948,paradise fishes and fighting fishes,NULL,Actinopteri,699,Anabantiformes,1183,Anabantoidei,606,Osphronemidae,389,Macropodusinae,389,389,51,Subfamily,Orignally as Macropodinae; emended to Macropodusinae in Opinion 2058 in 2003.,8,48.6,1,425,6,01:03.0
Luciocephalinae,776,Bleeker 1852,spiral egg gouramies,NULL,Actinopteri,699,Anabantiformes,1183,Anabantoidei,606,Osphronemidae,389,Luciocephalinae,389,389,51,Subfamily,NULL,8,48.6,1,425,3,00:43.0
Osphroneminae,777,van der Hoeven 1832,giant gouramies,NULL,Actinopteri,699,Anabantiformes,1183,Anabantoidei,606,Osphronemidae,389,Osphroneminae,389,389,51,Subfamily,NULL,8,48.6,1,425,2,01:40.0
Belontiinae,778,Liem 1962,combtail gouramies,NULL,Actinopteri,699,Anabantiformes,1183,Anabantoidei,606,Osphronemidae,389,Belontiinae,389,389,51,Subfamily,NULL,8,48.6,1,425,1,00:06.0
Trichogastrinae,1121,Bleeker 1879,threadfishes,NULL,Actinopteri,699,Anabantiformes,1183,Anabantoidei,606,Osphronemidae,389,Trichogastrinae,389,389,51,Subfamily,NULL,8,48.6,1,425,5,01:59.0
Aenigmachannidae,1331,Britz et al. 2020,Gollum snakehead fishes,NULL,Actinopteri,699,Anabantiformes,1183,Channoidei,607,Aenigmachannidae,NULL,NULL,607,607,50,Family,NULL,8,48.6,2,428,NULL,57:33.0
Channidae,390,Fowler 1934 (1831),snakeheads,snakeheads,Actinopteri,699,Anabantiformes,1183,Channoidei,607,Channidae,NULL,NULL,607,607,50,Family,NULL,8,48.6,2,429,NULL,03:20.0
Mastacembelidae,674,Swainson 1839,spiny-eels,spiny-eels,Actinopteri,699,Synbranchiformes,559,Mastacembeloidei,1181,Mastacembelidae,NULL,NULL,1181,1181,50,Family,NULL,8,48.5,1,430,NULL,55:15.0
Chaudhuriidae,391,Annandale 1918,earthworm eels,NULL,Actinopteri,699,Synbranchiformes,559,Mastacembeloidei,1181,Chaudhuriidae,NULL,NULL,1181,1181,50,Family,NULL,8,48.5,1,431,NULL,55:03.0
Psettodidae,392,Regan 1910,spiny turbots,psettodids,Actinopteri,699,Carangiformes,758,Pleuronectoidei,1300,Psettodidae,NULL,NULL,1300,1300,50,Family,NULL,8,50,2,432,NULL,58:02.0
Citharidae,393,de Buen 1935,largescale flounders,NULL,Actinopteri,699,Carangiformes,758,Pleuronectoidei,1300,Citharidae,NULL,NULL,1300,1300,50,Family,NULL,8,50,2,433,NULL,25:13.0
Scophthalmidae,513,Chabanaud 1933,turbots,NULL,Actinopteri,699,Carangiformes,758,Pleuronectoidei,1300,Scophthalmidae,NULL,NULL,1300,1300,50,Family,NULL,8,50,2,434.1,NULL,25:48.0
Bothidae,394,Smitt 1892,lefteye flounders,flounders;lefteye,Actinopteri,699,Carangiformes,758,Pleuronectoidei,1300,Bothidae,NULL,NULL,1300,1300,50,Family,NULL,8,50,2,434.3,NULL,25:07.0
Paralichthyidae,514,Regan 1910,sand flounders,NULL,Actinopteri,699,Carangiformes,758,Pleuronectoidei,1300,Paralichthyidae,NULL,NULL,1300,1300,50,Family,NULL,8,50,2,434.7,NULL,25:30.0
Pleuronectinae,518,Rafinesque 1815,true flounders,NULL,Actinopteri,699,Carangiformes,758,Pleuronectoidei,1300,Pleuronectidae,768,Pleuronectinae,768,768,51,Subfamily,NULL,8,50,2,435,5,25:35.0
Pleuronectidae,768,Rafinesque 1815,righteye flounders,"flounders,righteye",Actinopteri,699,Carangiformes,758,Pleuronectoidei,1300,Pleuronectidae,NULL,NULL,1300,1300,50,Family,NULL,8,50,2,435,NULL,25:32.0
Microstominae,1220,Cooper & Chapleau 1998,smallmouth flounders,NULL,Actinopteri,699,Carangiformes,758,Pleuronectoidei,1300,Pleuronectidae,768,Microstominae,768,768,51,Subfamily,NULL,8,50,2,435,3,25:24.0
Hippoglossinae,1221,Gill 1864,halibuts,NULL,Actinopteri,699,Carangiformes,758,Pleuronectoidei,1300,Pleuronectidae,768,Hippoglossinae,768,768,51,Subfamily,NULL,8,50,2,435,4,25:19.0
Atheresthinae,1222,"Vinnikov, Thomson & Munroe 2018",NULL,NULL,Actinopteri,699,Carangiformes,758,Pleuronectoidei,1300,Pleuronectidae,768,Atheresthinae,768,768,51,Subfamily,NULL,8,50,2,435,1,25:05.0
Pleuronichthyinae,1223,"Vinnikov, Thomson & Munroe 2018",NULL,NULL,Actinopteri,699,Carangiformes,758,Pleuronectoidei,1300,Pleuronectidae,768,Pleuronichthyinae,768,768,51,Subfamily,NULL,8,50,2,435,2,25:39.0
Achiridae,521,Rafinesque 1815,American soles,NULL,Actinopteri,699,Carangiformes,758,Pleuronectoidei,1300,Achiridae,NULL,NULL,1300,1300,50,Family,NULL,8,50,2,435.1,NULL,24:21.0
Paralichthodidae,1217,Regan 1920,peppered flounders,NULL,Actinopteri,699,Carangiformes,758,Pleuronectoidei,1300,Paralichthodidae,NULL,NULL,1300,1300,50,Family,NULL,8,50,2,435.2,NULL,25:29.0
Rhombosoleidae,1218,Regan 1910,South Pacific flounders,NULL,Actinopteri,699,Carangiformes,758,Pleuronectoidei,1300,Rhombosoleidae,NULL,NULL,1300,1300,50,Family,*Oncopterus* now in Oncopteridae.,8,50,2,435.3,NULL,25:44.0
Achiropsettidae,693,Heemstra 1990,southern or armless flounders,NULL,Actinopteri,699,Carangiformes,758,Pleuronectoidei,1300,Achiropsettidae,NULL,NULL,1300,1300,50,Family,NULL,8,50,2,435.4,NULL,25:02.0
Oncopteridae,1298,Jordan & Goss 1889,remo flounders,NULL,Actinopteri,699,Carangiformes,758,Pleuronectoidei,1300,Oncopteridae,NULL,NULL,1300,1300,50,Family,NULL,8,50,2,435.5,NULL,25:27.0
Samaridae,517,Jordan & Goss 1889,crested flounders,NULL,Actinopteri,699,Carangiformes,758,Pleuronectoidei,1300,Samaridae,NULL,NULL,1300,1300,50,Family,NULL,8,50,2,435.6,NULL,25:46.0
Poecilopsettidae,1219,Norman 1934,bigeye flounders,NULL,Actinopteri,699,Carangiformes,758,Pleuronectoidei,1300,Poecilopsettidae,NULL,NULL,1300,1300,50,Family,NULL,8,50,2,435.7,NULL,25:41.0
Soleidae,396,Bonaparte 1833,soles,soles,Actinopteri,699,Carangiformes,758,Pleuronectoidei,1300,Soleidae,NULL,NULL,1300,1300,50,Family,NULL,8,50,2,437,NULL,26:10.0
Cynoglossidae,395,Jordan 1888,tonguefishes,tonguefishes,Actinopteri,699,Carangiformes,758,Pleuronectoidei,1300,Cynoglossidae,NULL,NULL,1300,1300,50,Family,NULL,8,50,2,437.5,NULL,25:15.0
Symphurinae,519,Ochiai 1963,straightsnout tongue soles,NULL,Actinopteri,699,Carangiformes,758,Pleuronectoidei,1300,Cynoglossidae,395,Symphurinae,395,395,51,Subfamily,NULL,8,50,2,437.5,1,23:43.0
Cynoglossinae,520,Jordan 1888,hookedsnout tongue soles,NULL,Actinopteri,699,Carangiformes,758,Pleuronectoidei,1300,Cynoglossidae,395,Cynoglossinae,395,395,51,Subfamily,NULL,8,50,2,437.5,2,25:16.0
Champsodontidae,343,Jordan & Snyder 1902,gapers,gapers,Actinopteri,699,Acropomatiformes,1274,NULL,NULL,Champsodontidae,NULL,NULL,1274,1274,50,Family,NULL,8,62.8,NULL,500,NULL,53:50.0
Hemerocoetidae,1275,Kaup 1873,Indo-Pacific duckbills,NULL,Actinopteri,699,Acropomatiformes,1274,NULL,NULL,Hemerocoetidae,NULL,NULL,1274,1274,50,Family,NULL,8,62.8,NULL,501,NULL,56:48.0
Creediidae,350,Waite 1899,sand burrowers,burrowers;sand,Actinopteri,699,Acropomatiformes,1274,NULL,NULL,Creediidae,NULL,NULL,1274,1274,50,Family,NULL,8,62.8,NULL,502,NULL,55:28.0
Glaucosomatidae,263,Jordan & Thompson 1911,pearl perches,NULL,Actinopteri,699,Acropomatiformes,1274,NULL,NULL,Glaucosomatidae,NULL,NULL,1274,1274,50,Family,NULL,8,62.8,NULL,503,NULL,56:29.0
Pempheridae,300,Bleeker 1859,sweepers,sweepers,Actinopteri,699,Acropomatiformes,1274,NULL,NULL,Pempheridae,NULL,NULL,1274,1274,50,Family,NULL,8,62.8,NULL,504,NULL,52:45.0
Lateolabracidae,775,"Ghedotti, Davis and Smith 2018",Asian seaperches,"Seaperches, Asian",Actinopteri,699,Acropomatiformes,1274,NULL,NULL,Lateolabracidae,NULL,NULL,1274,1274,50,Family,NULL,8,62.8,NULL,505,NULL,53:37.0
Synagropidae,667,Smith 1961,splitfin ocean-basses,lanternbellies,Actinopteri,699,Acropomatiformes,1274,NULL,NULL,Synagropidae,NULL,NULL,1274,1274,50,Family,NULL,8,62.8,NULL,506,NULL,02:08.0
Dinolestidae,272,Whitley 1948,longfinned pikes,NULL,Actinopteri,699,Acropomatiformes,1274,NULL,NULL,Dinolestidae,NULL,NULL,1274,1274,50,Family,NULL,8,62.8,NULL,507,NULL,55:48.0
Malakichthyidae,1276,Jordan & Richardson 1910,temperate ocean-basses,NULL,Actinopteri,699,Acropomatiformes,1274,NULL,NULL,Malakichthyidae,NULL,NULL,1274,1274,50,Family,NULL,8,62.8,NULL,508,NULL,19:09.0
Polyprionidae,670,Bleeker 1874,wreckfishes,wreckfishes,Actinopteri,699,Acropomatiformes,1274,NULL,NULL,Polyprionidae,NULL,NULL,1274,1274,50,Family,NULL,8,62.8,NULL,509,NULL,51:35.0
Bathyclupeidae,302,Gill 1896,bathyclupeids,bathyclupeids,Actinopteri,699,Acropomatiformes,1274,NULL,NULL,Bathyclupeidae,NULL,NULL,1274,1274,50,Family,NULL,8,62.8,NULL,510,NULL,55:11.0
Banjosidae,266,Jordan & Thompson 1912,banjofishes,NULL,Actinopteri,699,Acropomatiformes,1274,NULL,NULL,Banjosidae,NULL,NULL,1274,1274,50,Family,NULL,8,62.8,NULL,511,NULL,54:55.0
Pentacerotidae,310,Bleeker 1859,armorheads,armorheads,Actinopteri,699,Acropomatiformes,1274,NULL,NULL,Pentacerotidae,NULL,NULL,1274,1274,50,Family,NULL,8,62.8,NULL,512,NULL,52:19.0
Histiopterinae,1063,Bleeker 1876,sailfin armorheads,NULL,Actinopteri,699,Acropomatiformes,1274,NULL,NULL,Pentacerotidae,310,Histiopterinae,310,310,51,Subfamily,NULL,8,62.8,NULL,512,1,54:35.0
Pentacerotinae,1064,Bleeker 1859,NULL,NULL,Actinopteri,699,Acropomatiformes,1274,NULL,NULL,Pentacerotidae,310,Pentacerotinae,310,310,51,Subfamily,NULL,8,62.8,NULL,512,2,52:01.0
Ostracoberycidae,750,Fowler 1934,shellskin alfonsinos,NULL,Actinopteri,699,Acropomatiformes,1274,NULL,NULL,Ostracoberycidae,NULL,NULL,1274,1274,50,Family,NULL,8,62.8,NULL,513,NULL,53:12.0
Epigonidae,669,Poey 1861,deepwater cardinalfishes,NULL,Actinopteri,699,Acropomatiformes,1274,NULL,NULL,Epigonidae,NULL,NULL,1274,1274,50,Family,NULL,8,62.8,NULL,514,NULL,56:09.0
Symphysanodontidae,700,Katayama 1984,slopefishes,NULL,Actinopteri,699,Acropomatiformes,1274,NULL,NULL,Symphysanodontidae,NULL,NULL,1274,1274,50,Family,NULL,8,62.8,NULL,515,NULL,47:58.0
Howellidae,962,Ogilby 1899,oceanic basslets,NULL,Actinopteri,699,Acropomatiformes,1274,NULL,NULL,Howellidae,NULL,NULL,1274,1274,50,Family,NULL,8,62.8,NULL,516,NULL,54:06.0
Scombropidae,672,Gill 1862,gnomefishes,gnomefishes,Actinopteri,699,Acropomatiformes,1274,NULL,NULL,Scombropidae,NULL,NULL,1274,1274,50,Family,NULL,8,62.8,NULL,517,NULL,51:16.0
Acropomatidae,1277,Gill 1893,lanternbellies,NULL,Actinopteri,699,Acropomatiformes,1274,NULL,NULL,Acropomatidae,NULL,NULL,1274,1274,50,Family,NULL,8,62.8,NULL,518,NULL,34:27.0
