JourID,JOUR,JOUR_NAME,FULL_NAME,CALLNUMBER,REMARKS,TimeStamp
3760,BOOK,Die SÃ¼sswasserfische von Mitteleuropa,NULL,NULL,NULL,12:20.0
3761,BOOK,A naturalist's sojourn in Jamaica,NULL,NULL,NULL,30:32.0
3762,BOOK,"The fauna of Hebei, China",NULL,NULL,NULL,10:08.0
3763,BOOK,Mesozoic fishes 2 -- Systematics and Fossil record,NULL,NULL,NULL,05:08.0
3764,BOOK,Histoire naturelle des poissons.,NULL,NULL,NULL,14:30.0
3765,BOOK,Ichthyology.  In: The Encyclopaedia Britannica,NULL,NULL,NULL,56:40.0
3766,BOOK,"Beschreibung und Abbildung mehrerer neuer Fische, im Nil entdeckt",NULL,NULL,NULL,38:29.0
3767,BOOK,"Coral reef fishes. Caribbean, Indian Ocean, and Pacific Ocean, including the Red Sea.",NULL,NULL,NULL,21:05.0
3768,BOOK,The fishes of Great Britain and Ireland.,NULL,NULL,NULL,23:07.0
3769,BOOK,Specimen ichthyologiae sistens pisces aquarium dulcium Hungariae,NULL,NULL,NULL,11:47.0
3770,BOOK,Ichthyotomische Tafeln. Berlin,NULL,NULL,NULL,31:50.0
3771,BOOK,An analytical subject bibliography of the publications of the Bureau of Fisheries 1871-1920.,NULL,NULL,NULL,25:57.0
3772,BOOK,The South American Nematognathi,NULL,NULL,NULL,51:23.0
3773,BOOK,Recherches sur les poissons fossiles,NULL,NULL,NULL,06:10.0
3774,BOOK,"Sagra, R. de la, Histoire physique, politique et naturelle de l'Ile de Cuba",NULL,NULL,NULL,41:22.0
3775,BOOK,"Atlas ichthyologique des Indes Orientales NÃ©Ãªrlandaises, publiÃ© sous les auspices du Gouvernement colonial nÃ©Ãªrlandais.  Tome I.",NULL,NULL,NULL,40:30.0
3776,BOOK,"Southern ichthyology: or, a description of the fishes inhabiting the waters of South Carolina Georgia and Florida. No. III",NULL,NULL,NULL,29:23.0
3777,BOOK,Fishes of Japan with pictorial keys to the species.  Second edition,NULL,NULL,NULL,33:10.0
3778,BOOK,Studies of Japanese cottid fishes,NULL,NULL,NULL,29:13.0
3779,BOOK,Types of vertebrates in the Zoological Museum of Moscow Univerisity,NULL,NULL,NULL,46:35.0
3780,BOOK,DeuxiÃ¨me expÃ©dition antarctique franÃ§aise,NULL,NULL,NULL,57:39.0
3781,BOOK,Handbuch der Naturgeschichte,NULL,NULL,NULL,26:26.0
3782,BOOK,Vice-Lavmand Eggert Olafsens og Land-Physici Biarne Povelsens Reise igiennem Island,NULL,NULL,NULL,53:47.0
3784,BOOK,Studies on the freshwater fishes of Japan.,NULL,NULL,NULL,51:55.0
3785,BOOK,Indo-Pacific pipefishes (Red Sea to the Americas),NULL,NULL,NULL,18:43.0
3786,BOOK,Fishes of the West Lake,NULL,NULL,NULL,19:02.0
3787,BOOK,A manual of British vertebrate animals,NULL,NULL,NULL,46:26.0
3788,BOOK,Biologia Central-Americana,NULL,NULL,NULL,04:02.0
3789,BOOK,SÃ¼sswasserfische von Neu-Guinea,NULL,NULL,NULL,21:34.0
3790,BOOK,Initiations Africaines. III.  Poissons de mer du SÃ©nÃ©gal,NULL,NULL,NULL,59:16.0
3791,BOOK,"Catalogue of the fishes of New South Wales, with their principal synonyms",NULL,NULL,NULL,52:30.0
3792,BOOK,"The Norwegian North-Atlantic Expedition, 1876-1878. Zoology. Fishes.",NULL,NULL,NULL,42:42.0
3793,BOOK,A history of the fishes of Madeira,NULL,NULL,NULL,39:56.0
3794,BOOK,Mission scientifique au Mexique et dans l'AmÃ©rique centrale,NULL,NULL,NULL,19:04.0
3795,BOOK,"The American angler's book, 1st edition",NULL,NULL,NULL,28:56.0
3796,BOOK,"Encyclopaedia metropolitana; or, Universal dictionary of knowledge.",NULL,NULL,NULL,45:33.0
3797,BOOK,"Les poissons des eaux douces de l'U.R.S.S. et des pays limitrophes.  3-e Ã©dition, revue et augmentÃ©e.",NULL,NULL,NULL,46:32.0
3799,BOOK,Lehrbuck der Zoologie,NULL,NULL,NULL,33:25.0
3800,BOOK,The fishes of New Guinea,NULL,NULL,NULL,22:25.0
3801,BOOK,Check list of freshwater fishes of Greece,NULL,NULL,NULL,44:55.0
3802,BOOK,Catalogue of the fresh-water fishes of Africa in the British Museum (Natural History).,NULL,NULL,NULL,08:45.0
3803,BOOK,"Peter Artedi, founder of modern ichthyology",NULL,NULL,NULL,49:50.0
3804,BOOK,A systematic revision of the neotropical catfish genus *Rhamdia*,NULL,NULL,NULL,37:21.0
3805,BOOK,Nomenclator zoologicus,NULL,NULL,NULL,28:14.0
3806,BOOK,Die Cypriniden der KaukasuslÃ¤nder und ihrer angrenzenden Meere,NULL,NULL,NULL,07:22.0
3807,BOOK,Preliminary taxonomic and historical studies on Prof. Ludwig DÃ¶derlein's collection of Japanese animals,NULL,NULL,NULL,09:52.0
3808,BOOK,"Atlas ichthyologique des Indes Orientales NÃ©Ãªrlandaises, publiÃ© sous les auspices du Gouvernement colonial nÃ©Ãªrlandais.  Tome IX.",NULL,NULL,NULL,14:32.0
3809,BOOK,"Contribution Ã  l'Ã©tude morphologique, biologique et systÃ©matique des poissons hÃ©tÃ©rosomes (Pisces Heterosomata) de la Chine",NULL,NULL,NULL,15:12.0
3810,BOOK,Zoogeography and systematics of fish.,NULL,NULL,NULL,16:12.0
3811,BOOK,Atlas zur Reis,NULL,NULL,NULL,32:30.0
3812,BOOK,"List of the Australian reptiles and fresh water fishes in the collection of the Australian Musuem, Sydney",NULL,NULL,NULL,10:47.0
3813,BOOK,Catalogue des poissons du Congo du MusÃ©e d'Histoire naturelle de Luxembourg,NULL,NULL,NULL,01:33.0
3815,BOOK,"Zoognosia, tabulis synopticus illustrata, in usum praelectionum Academiae Imperialis Medico-Chirurgicae Mosquenis edita.  3rd ed.",NULL,NULL,NULL,20:28.0
3816,BOOK,Zweite deustche Nordpolar-Expedition,NULL,NULL,NULL,08:28.0
3817,BOOK,Ecology and biogeography in India.,NULL,NULL,NULL,22:30.0
3818,BOOK,The freshwater fishes of Europe.  Cyprinidae 2. Part II: *Barbus*,NULL,NULL,NULL,07:15.0
3819,BOOK,Zoology of Egypt: The fishes of the Nile,NULL,NULL,NULL,17:36.0
3820,BOOK,Fishes of Yakutia,NULL,NULL,NULL,28:19.0
3821,BOOK,Coral fishes.  Part 1,NULL,NULL,NULL,26:16.0
3822,BOOK,Freshwater fishes of Hainan Island,NULL,NULL,NULL,47:11.0
3823,BOOK,A manual of marine zoology for the British Isles,NULL,NULL,NULL,47:11.0
3824,BOOK,Die exotischen Zierfische in Wort und Bild,NULL,NULL,NULL,28:53.0
3825,BOOK,The sea fishes of southern Africa.  Revised enlarged edition,NULL,NULL,NULL,29:35.0
3826,BOOK,"Histoire naturelle des quadripeds ovipares, serpens, poissons et cÃ©tacÃ©es.  In: G. L. Bufon.  Oeuvres complÃ¨tes de Buffon.",NULL,NULL,NULL,16:16.0
3827,BOOK,Fauna Boica.  Durchgedachte Geschichte der in Baieren einheimischen und zahmen Thiere.,NULL,NULL,NULL,12:19.0
3828,BOOK,"Festschrift fÃ¼r Prof. N. M. Knipowitsch, 1885-1925.",NULL,NULL,NULL,13:15.0
3829,PEPNA,Poissons.  Exploration du Parc National Albert.,NULL,NULL,NULL,13:55.0
3830,BOOK,Fauna der Vorwelt.  Bd. 1 (3).  Die Fische der Vorwelt in seiner BerÃ¼cksichtigung der lebenden Fische.,NULL,NULL,NULL,15:09.0
3831,BOOK,"Report, in part, of Samuel L. Mitchill, M. D., ... on the fishes of New-York.",NULL,NULL,NULL,15:53.0
3832,BOOK,"Voyage autour du monde sur la frÃ©gate ""la VÃ©nus""",NULL,NULL,NULL,09:49.0
3833,BOOK,The larvae of Indo-Pacific shorefishes,NULL,NULL,NULL,03:20.0
3834,BOOK,Catalogue of the fresh-water fishes of tropical and south temperate America.,NULL,NULL,NULL,18:40.0
3835,BOOK,Poissons de la mer du Nord,NULL,NULL,NULL,53:57.0
3836,BOOK,Fresh water fishes of New Zealand,NULL,NULL,NULL,05:31.0
3837,BOOK,Horae Ichthyologicae,NULL,NULL,NULL,58:58.0
3838,BOOK,"Fishes of the Mascarene Islands (RÃ©union, Mauritius, Rodriguez)",NULL,NULL,NULL,27:55.0
3839,BOOK,Coastal fishes of Oman,NULL,NULL,NULL,40:54.0
3840,BOOK,Land-ocean systems in the Siberian Arctic,NULL,NULL,NULL,16:47.0
3841,BOOK,Leitfaden zur Pflege und Zucht von einheimischen und exotischen Zierfishchen,NULL,NULL,NULL,15:34.0
3843,BOOK,Butterfly and angelfishes of the world.  Volume II,NULL,NULL,NULL,46:44.0
3844,BOOK,Abbildung und Beschreibung einiger Chilenischer Fische,NULL,NULL,NULL,04:29.0
3845,BOOK,"Icones piscium Austriae indigenorum, quos collegit vivisque coloribus espresos edidit C. Baro de Meidinger.",NULL,NULL,NULL,28:31.0
3846,BOOK,Narrative of a journey to the shores of the Polar Sea,NULL,NULL,NULL,58:02.0
3848,BOOK,The zoology of Captain Beechey's voyage,NULL,NULL,NULL,27:27.0
3849,BOOK,Classification and distribution of the Chondrichthyes of Taiwan,NULL,NULL,NULL,48:12.0
3850,BOOK,A history of British fishes.  Third edition.,NULL,NULL,NULL,41:03.0
3851,BOOK,Prospetto della fauna marina,NULL,NULL,NULL,51:37.0
3852,BOOK,Fishes of Indian Ocean,NULL,NULL,NULL,31:22.0
3853,BOOK,The Cichlids Yearbook.,NULL,NULL,NULL,16:17.0
3855,BOOK,"Voyages dans les quatre principales Ã®les des mers d'Afrique, fait par ordre du gouvernement, pendant les annÃ©es neuf et dix de la RÃ©publique (1801 et 1802)...",NULL,NULL,NULL,18:06.0
3856,BOOK,Dana Flatfishes.,NULL,NULL,NULL,10:44.0
3857,BOOK,Many rivers to cross,NULL,NULL,NULL,17:23.0
3858,BOOK,"Annual Report of the Regents of the University, on the condition of the State Cabinet of Natural History, ...",NULL,NULL,NULL,21:55.0
3859,BOOK,Fishes of Taiwan,NULL,NULL,NULL,28:42.0
3860,BOOK,The marine fishes of north-western Australia,NULL,NULL,NULL,36:41.0
3861,BOOK,Skandinaviens fiskar,NULL,NULL,NULL,57:20.0
3862,BOOK,Los Caribes (serrasalmidos) de Venezuela y las pesquerias,NULL,NULL,NULL,25:57.0
3863,BOOK,Implications for taxonomy and functional morphology,NULL,NULL,NULL,35:01.0
3864,BOOK,Die Tiefsee-Fische. I.  Systematischer Teil.,NULL,NULL,NULL,06:03.0
3865,BOOK,"Fish.  In: The zoology of the voyage of H. M. S. Beagle, under the command of Captain Fitzroy, R. N., during the years 1832 to 1836.",NULL,NULL,NULL,06:46.0
3866,BOOK,List of the specimens of fish in the collection of the British Museum.,NULL,NULL,NULL,30:09.0
3867,BOOK,Memoir of the Life and Public Services of Sir Thomas Stamford Raffles...,NULL,NULL,NULL,08:55.0
3868,BOOK,Exploration Parc National Upemba,NULL,NULL,NULL,30:07.0
3869,BOOK,"Bol. Pescas, Madrid.",NULL,NULL,NULL,11:05.0
3870,BOOK,Reise durch verschiedene Provinzen des russischen Reiches,NULL,NULL,NULL,55:00.0
3871,BOOK,Catalogo dei pesci dell' Adriatico,NULL,NULL,NULL,57:41.0
3872,BOOK,NAFO Sci. Counc. Studies,NULL,NULL,NULL,04:22.0
3873,BOOK,"The fishes of Yunnan, China. Part II Cyprinidae.",NULL,NULL,NULL,14:25.0
3874,BOOK,Travels in the interior of southern Africa.  2 vols.,NULL,NULL,NULL,15:12.0
3875,BOOK,"A history of British fishes, illustrated by nearly 400 wood-cuts.  Supplement.",NULL,NULL,NULL,16:11.0
3876,BOOK,Les Poissons des eaux douces de la Russie.,NULL,NULL,NULL,42:14.0
3877,BOOK,"Mission scientifique du Cap Horn, 1882-83",NULL,NULL,NULL,18:15.0
3878,BOOK,Fauna Japonica: Cottidae (Pisces),NULL,NULL,NULL,39:05.0
3879,BOOK,Distribution of freshwater fishes in Japan,NULL,NULL,NULL,58:08.0
3880,BOOK,Tropical fishes for the home,NULL,NULL,NULL,04:05.0
3881,BOOK,Los recursos pesqueros del Rio Orinoco y su explotacion,NULL,NULL,NULL,12:26.0
3882,BOOK,Killifische.  Eierlegende Zahnkarpfen im Aquarium,NULL,NULL,NULL,47:41.0
3883,BOOK,Specimina zoologica mosambicana quibus vel novae vel minus notae animalium species illustrantur.,NULL,NULL,NULL,47:05.0
3884,BOOK,Journal of a voyage to New South Wales,NULL,NULL,NULL,23:14.0
3885,BOOK,Notes on the scaleless loaches,NULL,NULL,NULL,25:33.0
3886,BOOK,The sea fishes of southern Africa.  Fourth Edition.,NULL,NULL,NULL,50:06.0
3887,BOOK,Characoids of the world.,NULL,NULL,NULL,50:48.0
3888,BOOK,"Faune mÃ©ridionale, ou description de tous les animaux vertÃ©brÃ©s vivans et fosses",NULL,NULL,NULL,25:02.0
3889,BOOK,"Cincuentenario del Museo Provincial de Ciencias Naturales ""Florentino Ameghino""",NULL,NULL,NULL,20:37.0
3890,BOOK,Voyage dans l'AmÃ©rique mÃ©ridionale,NULL,NULL,NULL,34:18.0
3891,BOOK,FAO species catalogue. Vol. 4. Sharks of the world. An annotated and illustrated catalogue of shark species known to date.  Part 1 - Hexanchiformes to Lamniformes.,NULL,NULL,NULL,55:06.0
3892,BOOK,"Zoologiae Danicae prodromus, seu animalium Daniae et Norvegiae indigenarum characteres, nomina, et synonyma imprimis popularium.",NULL,NULL,NULL,55:44.0
3893,BOOK,Fishes of the Sea of Japan and the adjacent areas of the Sea of Okhotsk and the Yellow Sea,NULL,NULL,NULL,20:27.0
3894,BOOK,Breeding aquarium fishes,NULL,NULL,NULL,29:58.0
3895,BOOK,"United States and Mexican boundary survey, under the order of Lieut. Col. W. H. Emory, Major First Cavalry and United States commissioner.",NULL,NULL,NULL,58:36.0
3896,BOOK,"Die mitteleuropÃ¤ischen SÃ¼sswasserfische; ihre Naturgeschichte, Lebensweise und ihr Fang.  2 vols. in 1.",NULL,NULL,NULL,59:28.0
3897,BOOK,Snailfishes (Liparididae) from the Eurasian Arctic,NULL,NULL,NULL,01:47.0
3898,BOOK,Handboek der Dierkunde,NULL,NULL,NULL,28:39.0
3899,BOOK,A history of fishes of the British Islands. Second edition,NULL,NULL,NULL,08:33.0
3900,BOOK,"Sbornik Posvyashchionnyj Nauchnoj Deyatelnosti N. M. Knipovicha, Moskva.",NULL,NULL,NULL,11:44.0
3901,BOOK,Collection of papers in honor of Prof. Knipowitsch,NULL,NULL,NULL,15:45.0
3902,BOOK,"Salmons of England, Scotland and Ireland",NULL,NULL,NULL,46:11.0
3903,BOOK,Fauna Sinica.  Osteichthyes.  Cypriniformes III,NULL,NULL,NULL,34:51.0
3904,BOOK,Fauna Caspio-Caucasia nonnullis observationibus novis illustravit.,NULL,NULL,NULL,13:48.0
3905,BOOK,Handbuch der Zoologie.,NULL,NULL,NULL,14:34.0
3906,BOOK,Identification of the fresh-water fishes of North Viet Nam,NULL,NULL,NULL,07:17.0
3907,BOOK,"Specchio delle scienze, o giornale enciclopedico de Sicilia",NULL,NULL,NULL,44:02.0
3908,BOOK,Moselfauna oder Handbuch der Zoologie,NULL,NULL,NULL,43:53.0
3909,BOOK,"Guide to northeast Pacific flatfishes: families Bothidae, Cynoglossidae, and Pleuronectidae.",NULL,NULL,NULL,17:45.0
3910,BOOK,The food fishes of the United States,NULL,NULL,NULL,30:18.0
3911,BOOK,Rybnoe khozyaistvo Kareii,NULL,NULL,NULL,25:10.0
3912,BOOK,Sur plusieurs espÃ¨ces non dÃ©crites de poissons du genre cyprin,NULL,NULL,NULL,46:59.0
3913,BOOK,Descriptive catalogue of the fossil organic remains,NULL,NULL,NULL,23:06.0
3914,BOOK,Dictionnaire Classique de Histoire Naturelle,NULL,NULL,NULL,06:21.0
3915,BOOK,List of fish of Australia,NULL,NULL,NULL,44:42.0
3916,BOOK,A general system of nature,NULL,NULL,NULL,26:12.0
3917,BOOK,Fishes in Qinling Mountain area.,NULL,NULL,NULL,25:36.0
3918,BOOK,"Fishes, angling, and finfish fisheries on stamps of the World",NULL,NULL,NULL,45:36.0
3919,BOOK,[Account of *Myxocyprinus*.]  In: Johnson's Cyclopaedia.,NULL,NULL,NULL,10:04.0
3920,BOOK,PrÃ©cis des dÃ©couvertes et travaux somiologiques de Mr. C. S. Rafinesque-Schmaltz,NULL,NULL,NULL,38:27.0
3922,BOOK,Siboga-Expeditie.,NULL,NULL,NULL,22:56.0
3923,BOOK,The fishes of Tennessee,NULL,NULL,NULL,48:00.0
3924,BOOK,Field guide to the freshwater fishes of Australia,NULL,NULL,NULL,48:08.0
3925,BOOK,Fische aus dem SÃ¼sswasser von Nias,NULL,NULL,NULL,40:09.0
3926,BOOK,Die preussische Expedition nach Ost-Asien.,NULL,NULL,NULL,19:35.0
3927,BOOK,Sharks of the Arabian Gulf,NULL,NULL,NULL,30:23.0
3928,BOOK,Pesci finora osservati in Lombardia,NULL,NULL,NULL,07:59.0
3929,BOOK,Sinonimia moderna delle specie registrate nell' opera intitolata: ...,NULL,NULL,NULL,22:08.0
3930,BOOK,Reise durch Russland,NULL,NULL,NULL,30:05.0
3931,BOOK,Narrative of a journey in the interior of China,NULL,NULL,NULL,05:46.0
3932,BOOK,Phylogeny and classification of Neotropical fishes,NULL,NULL,"Publisher: EDIPUCRS, 1998.  Papers of a symposium in 1997.",07:06.0
3933,BOOK,British Antarctic ('Terra Nova') expedition,NULL,NULL,NULL,59:31.0
3934,BOOK,"Nomenclator Zoologicus.  Continens nomina systematica generum animalium tam viventium quam fossilium, secondum ordinem alphabeticum disposita.",NULL,NULL,NULL,19:06.0
3936,BOOK,"Reisen in den Vereinigten Staaten, Canada und Mexico",NULL,NULL,NULL,58:52.0
3937,BOOK,"FÃ¸rsog til en Islandsk naturhistorie, med adskillige oekonomiske samt andre anmaetkninger... KjÃ¸benhavn.",NULL,NULL,NULL,22:11.0
3938,BOOK,Handbook of darters,NULL,NULL,NULL,35:30.0
3939,BOOK,"Narrative of a whaling voyage round the globe, from the year 1833 to 1836.",NULL,NULL,NULL,23:42.0
3940,BOOK,Beskrifning Ã¶fver BohuslÃ¤nske fiskarne,NULL,NULL,NULL,48:09.0
3941,BOOK,Fishes from the north-eastern Sea of Japan and the Okhotsk Sea off Hokkaido,NULL,NULL,NULL,34:33.0
3942,BOOK,Frank Forester's fish and fishing of the United States and British Provinces of North America.,NULL,NULL,NULL,30:20.0
3943,BOOK,"Zoologischer Atlas, enthaltend Abbildungen und Beschreibungen neuer Thierarten, ...",NULL,NULL,NULL,27:35.0
3944,BOOK,"ImportrÃ¼ckblick 1948-1949: Ueber fremdlÃ¤ndische SÃ¼ÃŸwasserfische: Taschenkalender fÃ¼r Aquarien-und Terrarienfreunde, 1950.",NULL,NULL,NULL,26:26.0
3945,BOOK,"Animaux nouveaux or rares recueillis pendant l'expÃ©dition dans les parties centrales de l'AmÃ©rique du Sud, de Rio de Janeiro a Lima, ...",NULL,NULL,NULL,31:45.0
3946,BOOK,Versammlung von Naturforschers in Bonn,NULL,NULL,NULL,02:29.0
3947,BOOK,"British fauna, containing a compendium of the zoology of the British Islands",NULL,NULL,NULL,47:41.0
3948,BOOK,"Tuna: Physiology, ecology, and evolution",NULL,NULL,NULL,40:29.0
3949,BOOK,Check list of marine fishes in Vietnam.,NULL,NULL,NULL,45:53.0
3950,BOOK,Colour atlas of cyprinodonts of the rain forests of tropical Africa,NULL,NULL,NULL,59:34.0
3951,BOOK,"Resultados das investigaÃ§Ãµes scientificas feitas a bordo do Yacht ""Amelia.""",NULL,NULL,NULL,13:18.0
3952,BOOK,"Ichthyologie, ou Histoire naturelle, gÃ©nÃ©rale et particuliÃ¨re des poissons",NULL,NULL,NULL,31:09.0
3954,BOOK,"Flechas de Plata, AtherÃ­nidos argentinos",NULL,NULL,NULL,07:14.0
3955,BOOK,The fishes of the Black Sea Basin.,NULL,NULL,NULL,50:41.0
3956,BOOK,"Reise nach Algier den Jahren 1831 und 1832, oder Beschreibung der Stadt Algier und ihrer nÃ¤chsten Umgebungen, ...",NULL,NULL,NULL,51:20.0
3957,BOOK,Fishes of California and western Mexico.  Pacific marine fishes,NULL,NULL,NULL,40:42.0
3958,BOOK,Naturalists' guide to fresh-water aquarium fish,NULL,NULL,NULL,03:23.0
3959,BOOK,New fishes from New South Wales (No. 1),NULL,NULL,NULL,53:10.0
3960,BOOK,"The Cyclopedic; or, universal dictionary of arts, sciences, and letters.",NULL,NULL,NULL,54:39.0
3961,BOOK,TraitÃ© de Zoologie,NULL,NULL,NULL,39:27.0
3962,BOOK,Neue Wirbelthiere zu der Fauna von Abyssinien gehÃ¶rig.  Fische des Rothen Meeres,NULL,NULL,NULL,59:33.0
3963,BOOK,Contributions to the fauna of Chile,NULL,NULL,NULL,29:16.0
3964,BOOK,Descriptive catalogue [in part] of the fishes of New Brunswick and Nova Scotia.  2nd edition,NULL,NULL,NULL,56:57.0
3965,BOOK,"Zoologie analytique, ou mÃ©thode naturelle de classification des animaux.",NULL,NULL,NULL,59:33.0
3966,BOOK,"Faune ichthyologique.  In: L. Maillard, Notes sur l'ile de la RÃ©union (Bourbon).",NULL,NULL,NULL,15:50.0
3967,BOOK,The Great Barrier Reef of Australia; its products and potentialites,NULL,NULL,NULL,52:52.0
3968,BOOK,"Fauna Svecica, sistens Animalia Sveciae Regni, ed. II",NULL,NULL,NULL,53:45.0
3969,BOOK,Manuale Ittiologico del Mediterraneo ossia sinossi metodica delle varie specie di pesci riscontrate sin qui nel Mediterraneo ossia senossi metodica delle di Sicilia.  5 parts.,NULL,NULL,NULL,19:37.0
3970,BOOK,Inland fishes of India and adjacent countries,NULL,NULL,NULL,17:55.0
3971,BOOK,Poissons. In: ExpÃ©dition Antarctique franÃ§aise commanÃ©e par le Dr. Jean Charcot.  Sciences naturelles: documents scientifiques.,NULL,NULL,NULL,21:01.0
3972,BOOK,SÃ¼sswasserfische Spaniens und Portugals,NULL,NULL,NULL,17:27.0
3973,BOOK,Fishes of the Southern Ocean,NULL,NULL,NULL,54:10.0
3974,BOOK,"Histoire naturelle des reptiles et poissons.  Pp. i-iv + 1-144 + Atlas.  In: Exploration scientique de l'AlgÃ©rie pendant les annÃ©es 1840, 1841, 1842.",NULL,NULL,NULL,24:16.0
3975,BOOK,Naturwissenschaftliche Reise nach Mossambique,NULL,NULL,NULL,31:28.0
3976,BOOK,"Saggio sulla storia naturale del Chile, del Signor Abate Giovanni Ignazio Molina.",NULL,NULL,NULL,26:21.0
3977,BOOK,Petri Artedi sueci genera piscium,NULL,NULL,NULL,21:12.0
3978,BOOK,Sopra due species di pesci pubblicate come nuove dal prof. R. Molin.,NULL,NULL,NULL,28:16.0
3980,BOOK,Tableau Ã©lÃ©mentaire de l'histoire naturelle des animaux.,NULL,NULL,NULL,13:40.0
3981,BOOK,Ichthyology of the voyage of H. M. S. Erebus & Terror,NULL,NULL,NULL,53:11.0
3982,BOOK,Anatomical and zoological researches,NULL,NULL,NULL,01:01.0
3983,BOOK,"Fauna groenlandica, systematice sistens animalia Groenlandiae occidentalis, etc.",NULL,NULL,NULL,31:39.0
3984,BOOK,Fishes of the Great Barrier Reed and Coral Sea (second edition).,NULL,NULL,NULL,33:53.0
3985,BOOK,The Natural History of Juan Fernandez and Easter Island,NULL,NULL,NULL,17:08.0
3986,BOOK,"SystÃ©matique des espÃ¨ces Africaines du genre *Labeo* (Teleostei, Cyprinidae)",NULL,NULL,NULL,30:45.0
3987,BOOK,Catalogue of the fishes in the British Museum.  Catalogue of the perciform fishes in the British Museum.  Second edition.,NULL,NULL,NULL,37:19.0
3988,BOOK,The fresh-water fishes of Patagonia,NULL,NULL,NULL,59:51.0
3989,BOOK,"Fauna Chilena.  Peces.  Pp. 137-370.  In: C. Gay, Historia fisica y politica de Chile.  ZoologÃ­a, v. 2.",NULL,NULL,NULL,39:36.0
