JourID,JOUR,JOUR_NAME,FULL_NAME,CALLNUMBER,REMARKS,TimeStamp
3474,BOOK,"Tilapiine fishes of the genera *Sarotherodon*, *Oreochromis* and *Danakilia*",NULL,NULL,NULL,20:51.0
3475,BOOK,Observationes ichthyologicae,NULL,NULL,NULL,31:20.0
3476,BOOK,China red data book of endangered animals,NULL,NULL,NULL,05:41.0
3477,BOOK,Fishes of Tianjin,NULL,NULL,NULL,13:54.0
3478,BOOK,Poissons de Madagascar et de l'Ile la RÃ©union des collections de MM. Pollen et Van Dam.,NULL,NULL,NULL,05:29.0
3479,BOOK,Supplement to the Arctic zoology,NULL,NULL,NULL,21:59.0
3480,BOOK,"Manuel d'Ichthyologie franÃ§aise, Paris",NULL,NULL,NULL,23:37.0
3481,BOOK,Killifishes of the World.  Old World Killis II,NULL,NULL,NULL,22:38.0
3482,BOOK,Reef fishes of the Sea of Cortez,NULL,NULL,NULL,44:24.0
3483,BOOK,"Recherches, en France, sur les poissons de l'OcÃ©an, pendant les annÃ©es 1832 et 1833.",NULL,NULL,NULL,53:55.0
3484,BOOK,"On the offshore bottom-fishes of Prov. Tosa, Shikoku, Japan.",NULL,NULL,NULL,36:04.0
3485,BOOK,Family Achiropsettidae,NULL,NULL,NULL,05:44.0
3486,BOOK,Cichlids of lakes Malawi and Tanganyika,NULL,NULL,NULL,22:32.0
3487,BOOK,Atlas poissons Guyane,NULL,NULL,NULL,48:26.0
3488,BOOK,The rockfishes of the northeast Pacific,NULL,NULL,NULL,52:26.0
3489,BOOK,"Tentamen ichthyologiae Melitensis sistens methodo naturali stirpium objectis nonnullis observationibus genera ac species, a recentioribus de re zoologica scriptoribus admissas piscium insularum Melitae.",NULL,NULL,NULL,37:56.0
3490,BOOK,"Loricariidae, Callichthyidae, Doradidae e Trichomycteridae",NULL,NULL,NULL,49:57.0
3491,BOOK,Fishes of the World.  2nd edition,NULL,NULL,NULL,08:06.0
3492,BOOK,"Fishes of western South America.  I. The intercordilleran and Amazonian lowlands of Peru.  II.- The high pampas of Peru, Bolivia, and northern Chile.  With a revision of the Peruvian Gymnotidae, and of the genus *Orestias*.",NULL,NULL,NULL,40:23.0
3493,BOOK,Fische Preussen,NULL,NULL,NULL,42:51.0
3494,BOOK,A guide to the freshwater fish of Victoria,NULL,NULL,NULL,36:11.0
3495,BOOK,Fishes of the Iranian Gulf.,NULL,NULL,NULL,43:23.0
3497,BOOK,Species and stock delineation in Australasian oreas (Oreosomatidae),NULL,NULL,NULL,39:26.0
3498,BOOK,Mechanisms of species formation in loach of Lake Kronotskoye,NULL,NULL,NULL,33:36.0
3499,BOOK,"Zoophylacii Gronoviani fasciculus primus exhibens animalia quadrupeda, amphibia atque pisces, quae in museo suo adservat, rite examinavit, systematice disposuit, descripsit atque iconibus illustravit Laur. Theod. Gronovius, J.U.D....",NULL,NULL,NULL,02:42.0
3501,BOOK,Poissons du Nil,NULL,NULL,NULL,13:35.0
3503,BOOK,"Reise um die Erde AusgefÃ¼hrt auf dem KÃ¶niglich Preussischen Seehandlungs-schiffe Prinzess Louise, ...",NULL,NULL,NULL,10:59.0
3504,BOOK,Escritos de Don DÃ¡maso Antonio LarraÃ±aga,NULL,NULL,NULL,40:17.0
3505,BOOK,Exotic tropical fishes.  Looseleaf edition.,NULL,NULL,NULL,46:07.0
3506,BOOK,Los peces del norte de Colombia,NULL,NULL,NULL,34:00.0
3507,BOOK,Physisk-oeconomisk beskrivelse over Eger-praestgiaeld i Aggerhuus-stift i Norge,NULL,NULL,NULL,43:17.0
3508,BOOK,Diario del Nono Congresso degli Scienziati Italiani convocati in Venezia,NULL,NULL,NULL,06:29.0
3509,BOOK,The puffers of fresh and brackish waters,NULL,NULL,NULL,39:25.0
3510,BOOK,Ichthyologia Ohiensis,NULL,NULL,NULL,45:19.0
3511,BOOK,The fishes of the Japanese Archipelago.,NULL,NULL,NULL,16:56.0
3512,BOOK,Fishes of Fujian Province,NULL,NULL,NULL,32:55.0
3513,BOOK,Freshwater fishes of Virginia.,NULL,NULL,NULL,57:53.0
3514,BOOK,The red data book of threatened vertebrates of Greece,NULL,NULL,NULL,45:10.0
3515,BOOK,Zoologia specialis quam expositis animalibus tum vivis,NULL,NULL,NULL,03:42.0
3516,BOOK,Elseviers pocketboek voor de aquariumliefhebber,NULL,NULL,NULL,28:23.0
3517,BOOK,Zoology of New Holland,NULL,NULL,NULL,14:54.0
3518,BOOK,Die Cypriniden der KaukasuslÃ¤nder und ihrer angrenzenden Meere. 2.,NULL,NULL,NULL,33:24.0
3519,BOOK,"Notes on some figures of Japanese fish taken from recent specimens by the artists of the U. S. Japan Expedition. Pp. 253-288, Pls. 3-12 (color) In: M. C. Perry, Narrative of the Expedition of an American Squadron to the China Seas and Japan.",NULL,NULL,NULL,58:05.0
3520,BOOK,Animalia vertebrata.  Fauna Ratisbonensis,NULL,NULL,NULL,52:29.0
3521,BOOK,Figures and descriptions of the fishes of Japan (a continuation of Dr. Shigeho Tanaka's work).,NULL,NULL,NULL,36:25.0
3522,BOOK,The Killifish master index. First edition,NULL,NULL,NULL,47:44.0
3523,BOOK,Freshwater fishes of northern Vietnam.  A preliminary check-list,NULL,NULL,NULL,37:23.0
3524,BOOK,Adaptations and systematics of the mackerels and tunas,NULL,NULL,NULL,19:34.0
3525,BOOK,Recent Advances in Marine Biology,NULL,NULL,NULL,31:54.0
3526,BOOK,On a new subspecies of *Coilia* from China -- *Coilia ectenes taihuensis* ssp. nov.  Pp. 133-136 in: Yangtse River region Coilia resources investigational report.,NULL,NULL,NULL,41:27.0
3527,BOOK,Peces de la provincia de Misiones,NULL,NULL,NULL,07:51.0
3528,BOOK,CLOFNAM,NULL,NULL,NULL,19:50.0
3529,BOOK,Notes on fishes in the Zoological Museum of Stanford University. 1. The fishes of the Herre Philippine expedition of 1931.,NULL,NULL,NULL,46:38.0
3530,BOOK,Indice d'ittiologia siciliana,NULL,NULL,NULL,46:12.0
3531,BOOK,Bemaerkninger til den Skandinaviske Ichtyologie,NULL,NULL,NULL,49:30.0
3532,BOOK,The zoology of the voyage of H. M. S. Samarang,NULL,NULL,NULL,56:01.0
3533,BOOK,"The natural history and classification of fishes, amphibians, & reptiles, or monocardian animals.",NULL,NULL,NULL,49:57.0
3534,BOOK,A key to the fishes of the Volga Basin,NULL,NULL,NULL,05:10.0
3535,BOOK,"El ""Bocachico"" contribuciÃ³n al estudio de su biologÃ­a y de su ambiente",NULL,NULL,NULL,04:40.0
3536,BOOK,"Catalogue of the fishes inhabiting the State of New-York, as classified and described in Part IV of the New-York fauna, ...",NULL,NULL,NULL,03:24.0
3537,BOOK,The last of the Arctic voyages in search of Sir J. Franklin,NULL,NULL,NULL,58:42.0
3538,BOOK,Peces de las aguas continentales de Costa Rica,NULL,NULL,NULL,41:34.0
3539,BOOK,The rockpool fishes of New Zealand,NULL,NULL,NULL,31:28.0
3540,BOOK,Helvetische Ichthyologie,NULL,NULL,NULL,15:44.0
3541,BOOK,Cenni sui pesci della provincia di Treviso,NULL,NULL,NULL,52:40.0
3542,BOOK,Viaggio al Lago di Garda e al Monte Baldo,NULL,NULL,NULL,59:24.0
3543,BOOK,Das Thierreich,NULL,NULL,NULL,01:43.0
3544,BOOK,"Fishes of Ali, Tibet",NULL,NULL,NULL,35:13.0
3545,BOOK,Tripterygiid fishes of the western and central Pacific,NULL,NULL,NULL,02:31.0
3546,BOOK,Fishes of Laos,NULL,NULL,NULL,46:49.0
3547,BOOK,"Ichthyologie franÃ§aise, ou histoire naturelle des poissons d'eau douce de la France.",NULL,NULL,NULL,12:59.0
3548,BOOK,Locupletissimi rerum naturalium thesauri accurata descriptio et iconibus artificiosissimis expressio per universam physices historiam.,NULL,NULL,NULL,15:16.0
3549,BOOK,Ichthyology.--Part 2. The zoology of the voyage of H. M. S. Sulphur,NULL,NULL,NULL,14:40.0
3550,BOOK,Fishes of the Great Basin: a natural history,NULL,NULL,NULL,03:27.0
3551,BOOK,Fishes of the South China Sea,NULL,NULL,NULL,31:06.0
3552,BOOK,Fishes of the continental waters of Belize,NULL,NULL,NULL,41:45.0
3553,BOOK,Cichlids of North & Central America,NULL,NULL,NULL,50:11.0
3554,BOOK,"Fauna del regno di Napoli, ossia enumerazione di tutti gli animali che abitano le diverse regioni di questo regno e le acque che le bagnano, etc.",NULL,NULL,NULL,19:59.0
3555,BOOK,Catalogue of the fishes in the British Museum.,NULL,NULL,NULL,12:00.0
3556,BOOK,Historia Natural.  Zoologia.  Cichlidae,NULL,NULL,NULL,50:20.0
3557,BOOK,The fishes of Malabar.,NULL,NULL,NULL,23:03.0
3558,BOOK,The marine and fresh water fishes of South Australia,NULL,NULL,NULL,00:58.0
3559,BOOK,Reise nach PalÃ¤stina,NULL,NULL,NULL,46:03.0
3561,BOOK,The Hamlyn guide to freshwater fishes of Britain and Europe,NULL,NULL,NULL,12:27.0
3562,BOOK,Fishes in the Ecosystems of Salmon Streams of the Far East.,NULL,NULL,NULL,27:14.0
3563,BOOK,Histoire naturelle des poissons de la France.  SupplÃ©ment.,NULL,NULL,NULL,28:11.0
3564,BOOK,Preliminary Report of the Food-Fish of Queensland,NULL,NULL,NULL,46:58.0
3565,BOOK,RÃ©sultats du voyage du S. Y. Belgica. ExpÃ©dition Antarctique Belge.  Zoologie.  Poissons.,NULL,NULL,NULL,29:44.0
3566,BOOK,"Elenco dei mammiferi, degli uccelli e dei rettili ittiofagi appartenenti alla fauna italica e catalogo degli anfibi e dei pesci italiani.",NULL,NULL,NULL,30:47.0
3567,BOOK,"Ichthyology of South Carolina, 2nd ed.",NULL,NULL,NULL,38:28.0
3568,BOOK,"Die Cataphracti des Baikal-Sees (Fam. Cottidae, Cottocomephoridae und Comephoridae).",NULL,NULL,NULL,32:38.0
3569,BOOK,Sharks of the World Ocean: Identification Handbook,NULL,NULL,NULL,26:42.0
3570,BOOK,Saggio di una distribuzione metodica degli animali vertebrati,NULL,NULL,NULL,31:41.0
3571,BOOK,Prodromus of the zoology of Victoria; figures and descriptions of the living species of all classes of the Victorial indigenous animals.,NULL,NULL,NULL,36:03.0
3572,BOOK,"Routes in California, to connect with the routes near the thirty-fifth and thirty-second parallels",NULL,NULL,NULL,30:11.0
3573,BOOK,Beryciform fishes of the world ocean,NULL,NULL,NULL,01:59.0
3574,BOOK,Review of fish fauna of Talas River,NULL,NULL,NULL,32:32.0
3575,BOOK,Fishes of Nepal,NULL,NULL,NULL,39:38.0
3576,BOOK,The fishes of the Japanese Archipelago (2nd edition).,NULL,NULL,NULL,12:14.0
3577,BOOK,Iconographie du RÃ¨gne animal de G. Cuvier,NULL,NULL,NULL,40:55.0
3578,BOOK,"A list of the fishes of San Diego, California",NULL,NULL,NULL,47:20.0
3579,BOOK,Sea-fishes of India and Burma.,NULL,NULL,NULL,14:20.0
3580,BOOK,Die Lachse der KaukasuslÃ¤nder und ihrer angrenzenden Meere,NULL,NULL,NULL,05:42.0
3581,BOOK,Natural History of Aleppo.  Second Edition,NULL,NULL,NULL,33:12.0
3582,BOOK,Peshqit e Shqiperise.,NULL,NULL,NULL,NULL
3583,BOOK,Check-list of the freshwater fishes of Africa.  CLOFFA.,NULL,NULL,NULL,18:41.0
3584,BOOK,Fishes of eastern Uttar Pradesh,NULL,NULL,NULL,31:15.0
3585,BOOK,Systematische Beschrijving der voor ons meest belangrijke visschen.,NULL,NULL,NULL,32:36.0
3586,BOOK,The fauna of India and the adjacent countries,NULL,NULL,NULL,52:39.0
3587,BOOK,Ichthyology.--Part 3. The zoology of the voyage of H. M. S. Sulphur.,NULL,NULL,NULL,05:04.0
3588,BOOK,"Systematics of the fishes of the family Lutjanidae (Perciformes: Percoidei), the snappers.",NULL,NULL,NULL,45:19.0
3590,BOOK,"The geographical, natural, and civil history of Chile.  2 vols.",NULL,NULL,NULL,49:51.0
3591,BOOK,Ittiologia italiana.  Descrizione dei pesci di mare e d'acqua dolce,NULL,NULL,NULL,45:06.0
3592,BOOK,The fishes of the Qinghai-Xizang Plateau,NULL,NULL,NULL,39:14.0
3593,BOOK,U.S. Geological Survey of Wyoming & Contiguous Territories,NULL,NULL,NULL,27:55.0
3594,BOOK,"Fishes in Kansas.  Second Edition, Revised",NULL,NULL,NULL,04:02.0
3595,BOOK,"Fishes of Korea, with pictorial key and systematic list",NULL,NULL,NULL,52:43.0
3597,BOOK,Supplement to the check-list of the fishes of New South Wales,NULL,NULL,NULL,23:37.0
3599,BOOK,Ichthyologie [von Syrien].,NULL,NULL,NULL,13:58.0
3600,BOOK,Zoologische BeytrÃ¤ge zur XIII.  Ausgabe des Linneischen Natursystems.,NULL,NULL,NULL,27:48.0
3601,BOOK,Ichthyology of South Carolina.,NULL,NULL,NULL,05:44.0
3602,BOOK,"History of Vermont, natural, civil and statistical, in three parts, with an appendix.",NULL,NULL,NULL,06:01.0
3603,BOOK,"DÃ¤nischer Atlas, oder Beschreibung des KÃ¶nigreichs DÃ¤nemark",NULL,NULL,NULL,59:38.0
3604,BOOK,"History of Lancaster County, Pennsylvania",NULL,NULL,NULL,16:32.0
3606,BOOK,"Specimen ichthyologicum de Muraena et Ophichtho,...",NULL,NULL,NULL,56:16.0
3608,BOOK,Check-list of the fishes of the eastern tropical Atlantic.  CLFETA.,NULL,NULL,NULL,58:11.0
3609,BOOK,Seismosensory system and classification of cottidae fishes,NULL,NULL,NULL,04:28.0
3610,BOOK,Researches on the fishes of Australia.,NULL,NULL,NULL,03:37.0
3611,BOOK,Exploration du Parc National Albert. Mission H. Damas (1935-36).,NULL,NULL,NULL,05:50.0
3612,BOOK,Lateral line system and classification of scorpaenoid fishes (Scorpaeniformes: Scorpaenoidei),NULL,NULL,NULL,40:46.0
3613,BOOK,Freshwater fishes of Guangxi Province,NULL,NULL,NULL,49:14.0
3614,BOOK,Skandinavisk fauna,NULL,NULL,NULL,07:27.0
3615,BOOK,Zoographia Rosso-Asiatica,NULL,NULL,NULL,31:01.0
3616,BOOK,Synopsis of the edible fishes at the Cape of Good Hope,NULL,NULL,NULL,55:17.0
3617,BOOK,Fauna ictiolÃ³gica de Catalunya,NULL,NULL,NULL,23:37.0
3618,BOOK,A text-book of zoology,NULL,NULL,NULL,11:48.0
3619,BOOK,The zoogeography of North American freshwater fishes,NULL,NULL,NULL,06:47.0
3620,BOOK,The natural history of fishes of Guiana.--Part II,NULL,NULL,NULL,02:17.0
3621,BOOK,Aquarien Atlas,NULL,NULL,NULL,33:11.0
3622,BOOK,Der Fischplatz zu Triest,NULL,NULL,NULL,58:46.0
3623,BOOK,Catfish,NULL,NULL,NULL,28:10.0
3624,BOOK,Suppl. Monogr. Limnea.,NULL,NULL,NULL,06:28.0
3625,BOOK,Fishes from Nansha Islands to South China coastal waters 1.,NULL,NULL,NULL,44:39.0
3626,BOOK,Fishes of the Chu and Talas River basins,NULL,NULL,NULL,36:47.0
3627,BOOK,"Zoologia Danica, seu animalium Daniae et Norvegiae rariorum ac minus notorum (icones) descriptiones et historia.",NULL,NULL,NULL,46:45.0
3628,BOOK,Fishes of the Southern Ocean.,NULL,NULL,NULL,47:39.0
3629,BOOK,The cyprinid fishes of China,NULL,NULL,NULL,23:57.0
3630,BOOK,"Systema Naturae, Ed. X",NULL,NULL,NULL,35:11.0
3631,BOOK,Fishes of the eastern seas of the Russian Empire,NULL,NULL,NULL,01:59.0
3632,BOOK,Review of *Rivulus*: Ecobiogeography -- Relationships,NULL,NULL,NULL,15:19.0
3633,BOOK,Dijmphna-togtets zoologisk-botaniske udbytte,NULL,NULL,NULL,17:03.0
3634,BOOK,Fishes collected by the R/V Shinkai Maru around New Zealand.,NULL,NULL,NULL,01:58.0
3635,BOOK,Check list of the freshwater fishes of South and Central America. CLOFFSCA.,NULL,NULL,NULL,03:27.0
3636,BOOK,Johnson's New Universal Cyclopaedia,NULL,NULL,NULL,53:38.0
3637,BOOK,The inland fishes of New York State,NULL,NULL,NULL,45:14.0
3638,BOOK,"Some data on composition, origin, and distribution of cyprinid species in northern Vietnam",NULL,NULL,NULL,38:35.0
3639,BOOK,Review of thirteen genera of South American fishes,NULL,NULL,NULL,50:43.0
3640,BOOK,Vegas fÃ¤rd kring Asien och Europa,NULL,NULL,NULL,32:56.0
3641,BOOK,"Anatomy, Phylogeny and Taxonomy of Amphiliidae",NULL,NULL,NULL,17:55.0
3642,BOOK,Voyage aux Indes-Orientales,NULL,NULL,NULL,51:06.0
3643,BOOK,Faune du dÃ©partement de la Moselle,NULL,NULL,NULL,45:29.0
3644,BOOK,Fishes of Arnhem Land,NULL,NULL,NULL,36:18.0
3645,BOOK,"Histoire physique, naturelle et politique de Madagascar",NULL,NULL,NULL,03:34.0
3646,BOOK,Fauna descriptiva de Venezuela,NULL,NULL,NULL,25:42.0
3647,BOOK,"Fische von Ambon, Java, Thursday Island",NULL,NULL,NULL,22:34.0
3648,BOOK,The history of the fishes of the British islands,NULL,NULL,NULL,24:15.0
3649,BOOK,GÃ¶teborgs och BohuslÃ¤ns fauna,NULL,NULL,NULL,42:05.0
3650,BOOK,Elements of natural history,NULL,NULL,NULL,14:48.0
3651,BOOK,The fishes of the Indo-Australian Archipelago.,NULL,NULL,NULL,21:21.0
3652,BOOK,Check list of the fishes and fishlike vertebrates of North and Middle America north of the northern boundary of Venezuela and Colombia.,NULL,NULL,NULL,22:11.0
3653,BOOK,Freshwater fishes of south-eastern Australia,NULL,NULL,NULL,41:22.0
3654,BOOK,Dissertatio academica sistens iter in Chinam,NULL,NULL,NULL,14:36.0
3655,BOOK,"Ichthyologie. In: Russegger, J. von: Reisen in Europa, Asien und Africa, ...",NULL,NULL,NULL,24:51.0
3656,BOOK,CLOFETA,NULL,NULL,NULL,18:54.0
3657,BOOK,"The natural history of British fishes, including scientific and general descriptions of the most interesting species, and an extensive selection of accurately finished coloured plates.",NULL,NULL,NULL,30:09.0
3658,BOOK,"Fauna Fennica, sive enumeratio animalium quae alit terra Finlandiae insulaeque ei adjacentes",NULL,NULL,NULL,00:15.0
3659,BOOK,"The natural history of Carolina, Florida and the Bahama Islands; containing the figures of birds, beasts, fishes, serpents ...",NULL,NULL,NULL,31:58.0
3660,BOOK,Cichlid fishes of the Amazon River drainage of Peru,NULL,NULL,NULL,43:55.0
3661,BOOK,Note di un viaggio in Persia nel 1862,NULL,NULL,NULL,56:06.0
3662,BOOK,"Illustrations of Indian zoology; chiefly selected from the collection of Major-General Hardwicke, F.R.S., ...",NULL,NULL,NULL,29:17.0
3663,BOOK,Arctic zoology,NULL,NULL,NULL,56:28.0
3664,BOOK,Dybhavets dyreliv.,NULL,NULL,NULL,NULL
3665,BOOK,An account of the Arctic regions,NULL,NULL,NULL,14:04.0
3666,BOOK,Faune de la Russie et des pays limitrophes.  Poissons (Marsipobranchii et Pisces).  Vol. 1.,NULL,NULL,NULL,34:57.0
3668,BOOK,Report in part of Samuel L. Mitchill,NULL,NULL,NULL,31:33.0
3669,BOOK,The fish resources of Quantang River,NULL,NULL,NULL,41:08.0
3670,BOOK,"Systematics, historical ecology, & North American freshwater fishes",NULL,NULL,NULL,20:11.0
3671,BOOK,Species identification guide for fishery purposes.  Bony fishes part 4,NULL,NULL,NULL,02:29.0
3672,BOOK,Inland fishes of California. --  revised and expanded,NULL,NULL,NULL,08:41.0
3673,BOOK,Reef fishes of Hong Kong,NULL,NULL,NULL,36:56.0
3674,BOOK,"Fische aus Caschmir gesammelt und herausgegeben von Carl Freiherrn von HÃ¼gel, beschrieben von J. J. Heckel.",NULL,NULL,NULL,44:18.0
3675,BOOK,Report on the fishes,NULL,NULL,NULL,45:59.0
3676,BOOK,Les poissons d'eau douce de la Nouvelle-CalÃ©donie,NULL,NULL,NULL,22:02.0
3677,BOOK,Iconografia della fauna italica per le quattro classi degli animali vertebrati.  Tomo III.  Pesci.,NULL,NULL,NULL,47:08.0
3678,BOOK,Reis. Guiana und am Orinoco III.,NULL,NULL,NULL,47:50.0
3679,BOOK,"American ichthyology, or natural history of the fishes of North America, with coloured figures executed from nature.",NULL,NULL,NULL,48:38.0
3681,BOOK,Monografia Bresileira de Peixes Fluviais.,NULL,NULL,NULL,53:21.0
3682,BOOK,Kritisk Ã¶fversigt af Finlands fisk-fauna,NULL,NULL,NULL,55:52.0
3683,BOOK,"Poissons des mers tropicales Nouvelle CalÃ©donie, Nouvelles Hebrides",NULL,NULL,NULL,57:09.0
3684,BOOK,A history of Scandinavian fishes,NULL,NULL,NULL,12:54.0
3685,BOOK,"The freshwater fishes of India, Pakistan, Bangladesh, Burma and Sri Lanka--a handbook",NULL,NULL,NULL,17:24.0
3686,BOOK,Spicilegia Zoologica,NULL,NULL,NULL,39:51.0
3687,BOOK,Coastal fishes of southern Japan,NULL,NULL,NULL,43:36.0
3688,BOOK,The fishes of the Hengduan Mountains region,NULL,NULL,NULL,05:14.0
3689,BOOK,"History of Vermont, natural, civil, and statistical",NULL,NULL,NULL,25:12.0
3690,BOOK,Histoire naturelle des poissons d'eau douce de l'Europe centrale,NULL,NULL,NULL,31:25.0
3691,BOOK,Ictiologia Cubana.  Posthumous transcription of original unpublished manuscript (1884) by M. SÃ¡nchez Roig and F. GÃ³mez de la Maza,NULL,NULL,NULL,37:48.0
3692,BOOK,"Medizinische Zoologie, oder getreue Darstellung und Beschreibung der Thiere, die in der Arzneimittellehre in Betracht kommen, in systematischer Folge herausgegeben.",NULL,NULL,NULL,27:35.0
3693,BOOK,"Systematics, distribution and evolution of *Glyptothorax* (Siluriformes: Sisoridae)",NULL,NULL,NULL,08:30.0
3694,BOOK,List of the species of reptiles and fishes collected by Mr. A. E. Pratt,NULL,NULL,NULL,03:52.0
3695,BOOK,"Resa uti Europa, Africa, Asia",NULL,NULL,NULL,11:06.0
3696,BOOK,"Catalogue of reptiles and fishes, from St. Lawrence County",NULL,NULL,NULL,49:04.0
3697,BOOK,Zoology of the Arctic regions,NULL,NULL,NULL,59:25.0
3698,BOOK,"List of the reptiles, amphibians and fish of eastern Asia",NULL,NULL,NULL,33:30.0
3699,BOOK,"Atlas ichthyologique des Indes Orientales NÃ©Ãªrlandaises, publiÃ© sous les auspices du Gouvernement colonial nÃ©Ãªrlandais.  Tome V.",NULL,NULL,NULL,33:31.0
3700,BOOK,CatÃ¡logos sistemÃ¡ticos de los vertebrados del Paraguay,NULL,NULL,NULL,05:48.0
3701,BOOK,Voyage of the `Challenger'.,NULL,NULL,NULL,22:55.0
3702,BOOK,The fishes of Bering Sea,NULL,NULL,NULL,20:59.0
3703,BOOK,Marine and freshwater fishes of the British islands,NULL,NULL,NULL,46:43.0
3704,BOOK,Peixes do estado de Santa Catarina,NULL,NULL,NULL,27:19.0
3705,BOOK,Fauna SSSR.  Fishes.  Herrings (Clupeidae),NULL,NULL,NULL,32:20.0
3707,BOOK,"ExpÃ©ditions scientifiques du ""Travailleur"" et du ""Talisman""",NULL,NULL,NULL,18:44.0
3708,BOOK,Vertebrata fennica,NULL,NULL,NULL,22:22.0
3709,BOOK,Genera of Recent fishes and the International Code of Zoological Nomenclature,NULL,NULL,NULL,15:50.0
3711,BOOK,Reptiles and fishes of the South Sea islands,NULL,NULL,NULL,42:19.0
3712,BOOK,EncyclopÃ©dia mÃ©thodique.  Histoire naturelle,NULL,NULL,NULL,46:29.0
3713,BOOK,"A Cornish fauna, being a compendium of the natural history of the county",NULL,NULL,NULL,24:00.0
3714,BOOK,"Introductio in oryctographiam, et zoologiam Aragoniae",NULL,NULL,NULL,06:02.0
3715,BOOK,Fishes of the Zhujiang River,NULL,NULL,NULL,39:03.0
3716,BOOK,SÃ¼sswasserfische aus NiederlÃ¤ndisch SÃ¼d- und Nord-Neu-Guinea,NULL,NULL,NULL,22:05.0
3717,BOOK,Epistola ad Regio-Borvssicam Societatem litterariam Dvisbvrgensem,NULL,NULL,NULL,33:11.0
3718,BOOK,Die SÃ¼sswasser-Fische von Rio Grande do Sul,NULL,NULL,NULL,04:05.0
3719,BOOK,De Proctostego,NULL,NULL,NULL,03:13.0
3720,BOOK,Encyclopedia Metropolitana,NULL,NULL,NULL,13:15.0
3721,BOOK,AnÃ¡lisis ictiolÃ³gico del complejo hidrogrÃ¡fico,NULL,NULL,NULL,29:51.0
3722,BOOK,"FishBase. World Wide Web electronic publication (www.fishbase.org), version 13 October 2003.",NULL,NULL,NULL,47:16.0
3723,BOOK,The civil and natural history of Jamaica.  Second edition.,NULL,NULL,NULL,48:04.0
3724,BOOK,"Nouveaux Dictionnaire d'Histoire Naturelle: Nouvelle Edition, XXX.",NULL,NULL,NULL,48:43.0
3725,BOOK,The history of Barbados; comprising a geographical description of the island and an account of its geology and natural productions.,NULL,NULL,NULL,49:50.0
3726,BOOK,Key to the sharks and rays of the world,NULL,NULL,NULL,33:47.0
3728,BOOK,The inland fishes of Mississippi,NULL,NULL,NULL,49:32.0
3729,BOOK,Descriptions and figures of two hundred fishes; collected at Vizagapatam on the coast of Coromandel.,NULL,NULL,NULL,55:14.0
3730,BOOK,British zoology.  4th Edition,NULL,NULL,NULL,56:03.0
3731,BOOK,The fishes of Yunnan,NULL,NULL,NULL,25:31.0
3732,BOOK,Synopsis of the natural history of Great-Britain and Ireland,NULL,NULL,NULL,43:23.0
3733,BOOK,"Observationes zoologicae, quibus novae complures, aliaeque animalium species describuntur et illustrantur.",NULL,NULL,NULL,58:08.0
3734,BOOK,Fishes of New Zealand.  Catalogue with diagnoses of the species,NULL,NULL,NULL,58:00.0
3735,BOOK,Die Fische der Siboga-Expedition,NULL,NULL,NULL,21:47.0
3737,BOOK,Manual of the vertebrate animals of the northeastern United States inclusive of marine species.  Thirteenth Edition.,NULL,NULL,NULL,01:06.0
3738,BOOK,Wisconsin Fishes 2000: status and distribution,NULL,NULL,NULL,12:40.0
3739,BOOK,The development of the North American fish fauna -- a problem of historical biogeography.,NULL,NULL,NULL,02:35.0
3740,BOOK,Further notes on the zoology of Tahiti.,NULL,NULL,NULL,03:54.0
3741,BOOK,Fishes of the Great Barrier Reef and Coral Sea.,NULL,NULL,NULL,04:43.0
3742,BOOK,Physisk og oekononomisk beskrivelse over fogderiet beskrivelse sÃ¸ndmÃ¸r heliggende i Bergens stift i Norge,NULL,NULL,NULL,26:28.0
3743,BOOK,Sculpin fishes of Lake Baikal,NULL,NULL,NULL,15:50.0
3744,BOOK,Faunae Suecicae a Carolo A LinnÃ©,NULL,NULL,NULL,57:38.0
3745,BOOK,Rybactwo krajowe czyli historyja naturalna ryb krajowych.  I.,NULL,NULL,NULL,07:34.0
3746,BOOK,"Freshwater fishes from the Leeward Group, Venezuela and eastern Colombia",NULL,NULL,NULL,51:55.0
3747,BOOK,Freshwater fishes of Sri Lanka,NULL,NULL,NULL,21:28.0
3748,BOOK,A Leaf from the Natural History of New Zealand,NULL,NULL,NULL,20:25.0
3749,BOOK,Fishes of Arkansas,NULL,NULL,NULL,03:50.0
3750,BOOK,Peces marinos de Argentina,NULL,NULL,NULL,48:29.0
3751,BOOK,Catalogue of lophobranchiate fish in the collection of the British Museum,NULL,NULL,NULL,03:36.0
3752,BOOK,Voyage autour du monde,NULL,NULL,NULL,19:26.0
3753,BOOK,Allgemeine EncyklopÃ¤die der Wissenschaften,NULL,NULL,NULL,08:17.0
3754,BOOK,Poissons de Nouvelle-CalÃ©donie,NULL,NULL,NULL,34:07.0
3755,BOOK,Peixes do Rio das Velhas,NULL,NULL,NULL,50:37.0
3756,BOOK,Die SÃ¼sswasserfische von Mittel-Europa,NULL,NULL,NULL,47:35.0
3757,BOOK,Mus. Caucas.,NULL,NULL,NULL,11:54.0
3758,BOOK,Catalog of the specimens of Amphibia in the collection of British Museum.  Part II,NULL,NULL,NULL,08:48.0
3759,BOOK,Petri Artedi Angermannia,NULL,NULL,NULL,58:01.0
